GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3AE001,AA3AE002,AA3AE003,AA3AE004,AA3AE005,AA3AE006,AA3AE007,AA3AE008,AA3AE009,AA3AE010,AA3AE011,AA3AE012,AA3AE013,AA3AE014,AA3AE015,AA3AE016,AA3AE017,AA3AE018,AA3AE019,AA3AE020,AA3AE021,AA3AE022,AA3AE023,AA3AE024,NAME_M,AA3AM001,AA3AM002,AA3AM003,AA3AM004,AA3AM005,AA3AM006,AA3AM007,AA3AM008,AA3AM009,AA3AM010,AA3AM011,AA3AM012,AA3AM013,AA3AM014,AA3AM015,AA3AM016,AA3AM017,AA3AM018,AA3AM019,AA3AM020,AA3AM021,AA3AM022,AA3AM023,AA3AM024
"G41064900","2014","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",26904,26484,404,167,472,465,183,377,410,210,1507,1613,2485,3493,2793,2684,1209,2116,2138,1948,447,563,800,420,"Salem city, Oregon",1882,1928,520,273,312,356,190,252,345,181,609,650,897,996,797,811,490,741,782,779,309,325,369,305
"G42002000","2014","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",22227,21918,222,366,454,668,312,199,366,301,699,1241,1192,2069,2591,1563,1250,3722,2196,1695,367,285,160,309,"Allentown city, Pennsylvania",1390,1380,209,279,366,340,197,210,257,205,459,517,509,687,806,669,568,1006,664,686,397,198,191,244
"G42006088","2014","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",15871,15423,184,145,509,667,82,657,393,437,396,317,501,574,621,1335,762,1585,1530,3128,872,674,54,448,"Bethlehem city, Pennsylvania",1602,1585,191,251,328,476,97,363,273,305,368,296,361,399,362,592,458,680,647,831,402,459,89,276
"G42024000","2014","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",19780,19051,150,234,319,851,621,796,1111,2042,2823,2547,1688,1717,1483,641,681,453,17,308,58,286,225,729,"Erie city, Pennsylvania",1623,1591,148,169,177,325,367,431,464,591,863,741,623,598,601,326,393,281,30,226,92,284,140,379
"G42060000","2014","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",277301,265293,4539,4046,4350,8781,3211,3693,4522,7295,7428,16003,9584,17167,19169,19352,17425,34923,23574,25868,11907,13827,8629,12008,"Philadelphia city, Pennsylvania",7122,7091,1097,986,742,1410,979,857,1159,1331,1393,2258,1636,2548,2741,2452,2354,2802,2652,2854,1452,1867,1481,1937
"G42061000","2014","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",69105,66448,1847,993,1446,2512,1168,932,2238,2038,2647,3955,4561,5199,6101,3720,3506,5507,4438,6113,3393,2868,1266,2657,"Pittsburgh city, Pennsylvania",3096,3176,644,473,573,719,436,341,699,578,864,871,1063,1213,1466,849,901,927,1038,989,840,670,484,716
"G42063624","2014","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",17779,17040,174,158,187,1271,408,515,541,1022,1284,1852,1367,1747,1921,1842,1281,778,434,220,38,0,0,739,"Reading city, Pennsylvania",1438,1486,150,156,175,617,342,297,465,621,587,833,605,718,712,837,515,373,321,215,64,168,168,366
"G42069000","2014","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",13126,12560,159,277,214,571,204,236,601,705,770,1611,887,1497,953,1178,792,651,448,323,149,178,156,566,"Scranton city, Pennsylvania",1261,1230,179,268,198,338,220,168,289,388,349,581,399,535,426,413,378,302,298,209,191,232,122,252
"G44019180","2014","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",10510,9357,0,0,78,828,162,179,32,0,45,248,43,585,500,884,1076,918,1027,1575,879,260,38,1153,"Cranston city, Rhode Island",1634,1525,203,203,93,567,137,154,55,203,75,223,73,449,294,636,616,531,573,638,430,199,63,681
"G44054640","2014","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",15429,15307,60,67,94,535,531,436,0,308,313,930,237,1551,1631,1680,1098,2833,1805,743,236,219,0,122,"Pawtucket city, Rhode Island",1189,1197,96,116,153,348,296,213,203,238,205,390,206,593,508,591,454,782,562,439,187,174,203,119
"G44059000","2014","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",42772,42198,802,708,1031,3074,1277,1071,254,758,166,1381,931,2353,3013,4373,3488,5037,3308,4160,1929,2106,978,574,"Providence city, Rhode Island",2230,2257,489,514,547,1143,668,539,216,505,197,614,551,673,914,1000,966,1183,1032,1071,738,645,566,448
"G44074300","2014","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",9887,9210,209,0,62,50,126,193,44,191,153,96,74,280,303,453,353,1142,1119,2009,1521,782,50,677,"Warwick city, Rhode Island",1267,1231,212,203,101,82,155,160,74,184,188,154,89,281,214,327,222,571,533,626,701,458,60,485
"G45013330","2014","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",27212,25897,377,518,316,367,395,386,494,200,349,589,1010,937,1502,1091,1578,2872,1957,4166,2480,3183,1130,1315,"Charleston city, South Carolina",1944,1869,376,390,218,244,380,259,475,162,255,432,518,606,655,430,701,917,810,1101,719,880,454,624
"G45016000","2014","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",25658,24411,1391,269,517,709,445,313,523,1372,1422,1410,1687,1323,2008,1982,1211,2773,1397,2539,550,432,138,1247,"Columbia city, South Carolina",2208,2135,601,211,305,354,307,318,299,677,572,625,572,673,643,799,535,855,520,914,309,242,124,443
"G45048535","2014","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2014","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",23665,23458,558,183,146,24,147,393,367,1015,873,1060,2613,2107,1894,2131,2004,3686,1315,1708,1007,180,47,207,"North Charleston city, South Carolina",1859,1885,614,164,186,40,136,378,322,547,361,479,872,831,675,815,714,940,624,676,514,184,79,159
"G45061405","2014","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",13198,13017,0,254,272,330,472,317,382,169,746,545,1115,1444,1534,1327,2135,421,481,562,234,46,231,181,"Rock Hill city, South Carolina",1310,1321,200,249,312,249,449,301,389,195,395,365,454,708,595,673,790,279,231,426,302,74,184,137
"G46052980","2014","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",12200,11782,253,169,172,467,46,223,206,992,583,740,728,568,784,1062,930,947,1327,952,293,243,97,418,"Rapid City city, South Dakota",1255,1279,208,200,183,396,79,252,183,530,356,359,390,378,470,653,415,463,510,562,237,359,164,299
"G46059020","2014","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",26321,25821,217,76,366,735,510,355,583,1098,1532,2399,2585,3196,2698,2576,2328,1233,1183,976,252,361,562,500,"Sioux Falls city, South Dakota",1667,1657,320,136,437,434,419,240,445,509,658,764,785,924,1015,741,782,505,536,452,196,352,259,396
"G47014000","2014","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",34779,33632,950,732,922,1358,991,959,1163,1696,1926,3307,2664,2630,2457,1211,1002,2886,2351,3092,707,546,82,1147,"Chattanooga city, Tennessee",2380,2308,498,419,468,533,567,501,623,606,661,937,824,1091,816,566,485,967,790,893,414,280,101,524
"G47015160","2014","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",23528,23007,304,154,217,318,73,343,630,1186,819,1426,2077,2200,2118,1753,1663,2310,1529,2007,1060,713,107,521,"Clarksville city, Tennessee",1827,1830,264,173,171,253,126,314,389,736,427,536,658,811,773,905,783,914,655,657,524,356,136,303
"G47027740","2014","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,
"G47037640","2014","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",11854,11550,406,215,319,499,531,462,919,686,1066,1732,777,1093,837,427,304,415,362,157,0,0,343,304,"Jackson city, Tennessee",1332,1333,357,242,298,289,395,270,435,403,528,626,515,641,506,326,220,310,398,200,198,198,369,242
"G47038320","2014","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",12471,11778,62,0,97,390,282,292,1134,686,1318,1312,1319,557,1047,972,693,807,151,375,99,185,0,693,"Johnson City city, Tennessee",1475,1470,107,198,100,301,215,199,654,403,646,714,549,393,589,664,465,743,154,382,124,224,198,442
"G47040000","2014","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",42880,40848,910,1263,686,2323,1039,737,1642,2136,3393,3901,3453,3434,3331,2414,2506,2687,1776,1518,1059,640,0,2032,"Knoxville city, Tennessee",2553,2589,572,606,409,755,496,406,714,729,893,1088,947,876,949,869,830,812,717,656,630,388,198,672
"G47048000","2014","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",131477,126660,674,1443,1812,2315,1976,4204,6030,7793,8657,12960,9822,11590,11180,9875,7221,8922,7521,8033,2786,1070,776,4817,"Memphis city, Tennessee",3999,4321,354,553,760,598,562,1114,1200,1319,1618,1983,1535,1707,1908,1694,1360,1666,1564,1537,1016,603,418,1111
"G47051560","2014","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",23115,22645,275,123,269,0,100,333,396,737,1219,1058,1426,1312,1448,1769,1747,2400,2579,2911,1165,1229,149,470,"Murfreesboro city, Tennessee",1945,2060,271,152,213,198,129,386,327,523,580,563,894,812,738,775,955,919,1065,1260,716,566,184,396
"G47052006","2014","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",122981,119897,3457,1644,748,2655,2468,1661,1555,2449,2418,6946,6992,10057,9990,9317,8957,15788,7929,11977,5987,5220,1682,3084,"Nashville-Davidson metropolitan government (balance), Tennessee",3773,3725,1033,764,497,668,994,750,797,871,751,1115,1577,1637,1908,1601,1639,2248,1447,1910,1439,1066,664,908
"G48001000","2014","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",19744,17626,0,92,221,95,96,616,1200,1176,2096,769,1813,1240,1511,746,1081,1725,562,1062,1051,374,100,2118,"Abilene city, Texas",1575,1469,211,107,237,128,117,411,607,508,769,398,771,744,610,487,539,724,321,543,566,263,163,671
"G48001924","2014","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2014","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",28902,27979,421,442,58,379,97,1067,759,1589,2408,2400,2374,2213,2981,2239,914,2350,1023,2616,952,439,258,923,"Amarillo city, Texas",1941,1937,312,324,71,347,100,510,412,568,721,691,781,821,923,960,390,748,464,842,514,339,199,380
"G48004000","2014","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",62251,60204,374,201,569,166,60,312,801,967,3054,3829,6300,5782,6101,4127,3818,8309,4152,6257,2395,1961,669,2047,"Arlington city, Texas",3340,3290,240,244,423,164,101,311,576,598,747,1039,1349,1184,1358,1088,1143,1604,1138,1346,866,896,344,791
"G48004462","2014","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2014","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",199594,196718,691,1130,1018,384,1057,804,1008,1676,1463,4760,6096,8551,10349,10793,15248,30418,22100,36257,21980,14654,6281,2876,"Austin city, Texas",5140,5042,376,724,490,281,562,514,611,725,562,1246,1365,1483,1783,2019,2147,3067,2483,3384,2646,2256,1409,836
"G48006128","2014","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",11878,11188,0,0,309,53,46,221,59,626,636,1505,880,1069,363,1722,195,1246,688,1448,62,60,0,690,"Baytown city, Texas",1596,1560,211,211,281,92,76,260,69,424,443,747,616,618,293,794,155,667,566,836,78,99,211,421
"G48007000","2014","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",19802,18786,416,442,571,306,1132,1313,896,1193,529,1567,1395,1475,1251,1548,1329,1175,845,1286,0,117,0,1016,"Beaumont city, Texas",2051,2023,469,351,393,210,614,725,516,603,313,746,673,573,649,572,654,850,564,644,211,133,211,568
"G48010768","2014","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",18981,18007,494,553,1273,665,1004,1073,1338,1156,1336,1667,1095,1586,1097,890,720,692,874,376,118,0,0,974,"Brownsville city, Texas",1906,1779,357,361,702,343,572,525,565,485,560,639,580,724,557,496,506,478,594,310,174,211,211,406
"G48010912","2014","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",16042,15404,117,260,392,89,174,420,459,698,1689,1786,937,1431,947,1505,492,1778,460,904,148,718,0,638,"Bryan city, Texas",1646,1614,185,270,420,149,243,291,541,407,836,800,595,631,525,759,373,893,322,551,226,484,211,409
"G48013024","2014","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",19229,18840,116,44,71,166,0,0,0,252,42,43,524,1086,1240,1686,1874,3860,2347,3048,908,942,591,389,"Carrollton city, Texas",2085,2101,193,73,103,127,211,211,211,370,70,70,334,451,619,589,853,1133,696,833,377,487,451,299
"G48015976","2014","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",26127,25752,314,31,314,0,58,0,62,713,1206,898,2415,1959,2832,1459,1708,2760,1575,2319,1731,2689,709,375,"College Station city, Texas",1841,1827,288,49,294,211,100,211,110,415,510,448,813,808,885,545,814,823,737,900,693,1113,459,281
"G48016432","2014","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",11568,11140,54,221,167,146,248,183,185,604,436,726,769,720,713,262,890,1883,1532,532,533,336,0,428,"Conroe city, Texas",1912,1911,99,231,269,217,305,292,309,454,577,460,599,581,535,184,568,848,764,397,416,410,211,358
"G48017000","2014","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",51108,49067,999,830,412,940,834,777,1066,2042,2529,3013,2379,2522,3552,2709,2961,7903,4700,5184,2024,1092,599,2041,"Corpus Christi city, Texas",2853,2886,591,524,301,579,555,406,501,907,804,825,812,811,1214,924,1079,1553,1107,1359,882,486,315,765
"G48019000","2014","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",284803,279001,3726,2285,1541,3161,1752,3199,2936,6308,12064,21897,21975,27054,20384,23418,19220,31266,16411,26470,14719,12046,7169,5802,"Dallas city, Texas",6071,6147,1281,787,640,964,599,973,836,1271,1829,2417,2275,2527,2410,2641,2189,3154,2354,2633,2052,1927,1257,1224
"G48019972","2014","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",24868,24674,0,125,117,0,0,264,280,205,777,759,1414,2584,2266,2869,2364,3586,2404,2716,1296,345,303,194,"Denton city, Texas",2138,2085,211,163,192,211,211,275,363,226,530,367,486,1012,810,916,905,1026,843,880,607,314,228,198
"G48022660","2014","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",11214,10413,0,161,487,0,504,645,533,417,1632,1101,1086,1416,830,643,175,387,0,218,178,0,0,801,"Edinburg city, Texas",1810,1903,211,192,450,211,316,456,608,334,704,769,838,885,645,545,273,347,211,277,289,211,211,564
"G48024000","2014","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",89093,84792,2640,2175,1882,2937,1717,2500,5304,2798,4120,3510,5424,8153,5669,6306,5902,7653,4910,7146,1913,1349,784,4301,"El Paso city, Texas",3327,3360,844,728,726,960,703,775,1287,856,1028,974,1280,1496,1312,1473,1548,1688,1265,1595,648,635,408,1134
"G48026232","2014","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2014","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",124699,120933,1899,938,1154,1652,1122,915,2033,4260,6802,8544,7981,10838,9524,7922,7390,11437,8089,14231,7129,4632,2441,3766,"Fort Worth city, Texas",5247,5313,795,457,469,838,504,417,818,982,1439,1781,1659,1726,1325,1395,1632,1794,1554,2551,1450,1368,949,791
"G48027684","2014","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Frisco city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48029000","2014","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",27734,27202,226,74,0,249,46,211,219,178,461,1102,1836,3212,1993,1864,2187,4456,2693,3916,1269,636,374,532,"Garland city, Texas",2505,2464,367,123,211,155,74,194,200,147,436,503,722,924,671,605,867,1111,883,1272,584,418,329,337
"G48030464","2014","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",23405,22687,140,126,41,185,258,157,457,431,801,746,1914,1031,2071,2178,2765,1958,2379,2290,2253,377,129,718,"Grand Prairie city, Texas",2239,2204,224,209,67,245,211,128,388,351,550,422,844,500,822,989,988,868,941,785,842,372,152,458
"G48032372","2014","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",8618,8147,324,51,108,395,0,285,296,1124,757,480,1290,599,1102,127,596,111,191,258,0,53,0,471,"Harlingen city, Texas",1400,1375,316,61,85,339,211,284,329,658,366,353,513,434,559,128,577,130,212,179,211,87,211,254
"G48035000","2014","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",486725,473587,3106,2431,1785,4028,2410,4933,5807,13051,23182,35787,40054,38529,35800,38901,32326,49751,32388,43107,26924,26674,12613,13138,"Houston city, Texas",10021,9966,891,765,689,875,872,1345,1383,1953,2455,3030,3459,3984,3337,4064,3489,3802,2892,4061,3180,3223,2019,1870
"G48037000","2014","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",53632,52896,76,192,76,82,250,141,136,350,529,2828,2879,4849,4498,5795,4447,9586,4803,6804,2351,1796,428,736,"Irving city, Texas",2668,2646,89,252,90,96,235,168,135,307,310,854,811,924,992,1177,1165,1543,1246,1294,697,670,328,361
"G48039148","2014","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",26630,26244,132,0,0,124,761,705,962,663,1896,1806,2440,1430,2022,1679,2132,3478,2010,2523,1249,232,0,386,"Killeen city, Texas",2158,2147,225,211,211,173,462,503,507,434,793,705,856,634,876,675,843,1064,766,1232,691,195,211,275
"G48041464","2014","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",26315,24319,146,504,408,463,675,882,1443,1475,2133,1817,2594,1914,3103,1574,570,1395,706,1121,244,1021,131,1996,"Laredo city, Texas",1757,1730,143,346,265,290,352,391,499,542,752,556,774,594,835,619,343,575,393,473,211,704,85,603
"G48041980","2014","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2014","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48043888","2014","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",13434,12909,37,532,267,269,586,578,211,767,279,1070,897,1606,1152,1198,693,895,291,776,135,407,263,525,"Longview city, Texas",1493,1471,67,316,391,263,522,407,245,590,210,487,448,719,631,760,460,459,191,545,173,384,193,355
"G48045000","2014","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",45889,44544,240,231,78,798,377,855,982,1162,3854,4585,5729,3161,2600,2167,3238,4796,3550,2845,1050,1268,978,1345,"Lubbock city, Texas",2675,2711,264,250,130,809,344,558,456,556,948,1216,1489,1038,818,791,963,1366,1058,1036,467,648,445,649
"G48045384","2014","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",17442,16622,67,303,441,421,262,503,450,1309,2112,1971,782,1593,1112,1435,1028,1035,416,937,250,167,28,820,"McAllen city, Texas",1784,1784,109,280,393,435,278,320,325,637,824,837,410,852,639,747,546,538,344,550,306,168,46,441
"G48045744","2014","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",18361,18044,88,232,0,328,0,165,409,196,72,182,198,601,1196,1637,1936,1901,1827,1826,2304,2645,301,317,"McKinney city, Texas",1947,1943,144,367,211,404,211,278,466,326,116,233,198,436,730,809,761,817,781,761,926,823,250,252
"G48047892","2014","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",21431,20980,0,141,170,0,0,213,0,406,355,520,474,2838,1244,2694,1601,3375,1839,3049,1648,413,0,451,"Mesquite city, Texas",1707,1687,211,231,171,211,211,211,211,308,274,455,360,992,698,965,853,1021,810,909,920,252,211,305
"G48048072","2014","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",15917,15027,0,0,97,531,0,51,33,0,70,481,53,409,611,223,547,1711,1318,3877,1820,2714,481,890,"Midland city, Texas",1844,1765,211,211,171,481,211,93,59,211,118,457,90,337,370,269,427,792,711,1020,709,965,415,516
"G48048768","2014","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Mission city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48048804","2014","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Missouri City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48050820","2014","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"New Braunfels city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48052356","2014","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48053388","2014","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",16666,14529,108,115,432,319,117,90,59,382,427,238,654,461,416,417,405,1993,1312,3309,1547,1442,286,2137,"Odessa city, Texas",1932,1765,137,190,425,339,186,113,101,331,398,276,490,394,303,293,402,745,709,1265,723,706,296,884
"G48056000","2014","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",22991,22518,176,41,303,101,157,209,200,574,1373,1422,2033,2424,2361,2305,1429,1487,1927,1964,1249,783,0,473,"Pasadena city, Texas",2145,2190,172,68,276,167,191,218,176,411,669,578,885,737,839,749,616,613,630,650,638,652,211,360
"G48056348","2014","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Pearland city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48057200","2014","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,,,,,,,,,,,,,,,
"G48058016","2014","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",39054,38197,93,105,0,66,183,0,0,237,203,117,381,700,722,1913,2310,7814,4854,9909,3712,4129,749,857,"Plano city, Texas",2427,2515,113,125,211,117,179,211,211,206,339,194,374,408,400,779,794,1526,1202,1702,1037,1097,351,634
