GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PF8E001,PF8E002,PF8E003,PF8E004,PF8E005,PF8E006,PF8E007,PF8E008,PF8E009,PF8E010,PF8E011,PF8E012,PF8E013,PF8E014,PF8E015,PF8E016,PF8E017,PF8E018,PF8E019,PF8E020,PF8E021,PF8E022,PF8E023,PF8E024,NAME_M,PF8M001,PF8M002,PF8M003,PF8M004,PF8M005,PF8M006,PF8M007,PF8M008,PF8M009,PF8M010,PF8M011,PF8M012,PF8M013,PF8M014,PF8M015,PF8M016,PF8M017,PF8M018,PF8M019,PF8M020,PF8M021,PF8M022,PF8M023,PF8M024
"G13003440","2012","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",22221,21193,694,300,157,515,517,285,346,1399,2374,2064,1769,1478,1446,1235,748,1817,1315,1707,429,431,167,1028,"Athens-Clarke County unified government (balance), Georgia",1913,1930,394,463,163,335,473,299,218,507,627,837,593,628,596,621,394,786,653,771,279,222,173,571
"G13004000","2012","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",103219,100085,2219,2126,2450,1405,972,2239,1350,2462,4167,5173,5176,4985,6605,4848,7397,11475,8731,12992,6966,3756,2591,3134,"Atlanta city, Georgia",3749,3835,647,763,729,537,461,741,553,810,1189,894,1222,906,1493,1124,1386,1886,1702,1769,1361,858,736,947
"G13004204","2012","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",34440,32446,848,385,1054,872,825,872,857,1992,2172,4087,3364,3061,2988,1726,2205,1905,1253,1032,585,363,0,1994,"Augusta-Richmond County consolidated government (balance), Georgia",2257,2414,512,288,542,422,361,523,365,714,739,973,1161,1159,1103,691,694,660,617,460,296,275,208,904
"G13019000","2012","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",34346,33385,1059,505,957,739,1444,1596,1484,2134,2279,2245,2737,1777,2410,1720,1551,2084,2533,1683,1653,554,241,961,"Columbus city, Georgia",2276,2288,487,235,402,396,527,594,542,688,611,742,835,627,682,781,709,625,982,685,567,275,194,486
"G13042425","2012","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,"Johns Creek city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,
"G13049000","2012","GA",,,"Georgia","13",,,"Macon city","49000",,,,,,,,,,,,,,,,"16000US1349000","Macon city, Georgia",18281,17407,668,813,761,708,722,973,1627,2071,1724,1474,1811,767,973,26,435,816,533,115,49,133,208,874,"Macon city, Georgia",1556,1505,297,326,373,391,303,543,547,620,563,542,587,273,406,44,353,591,402,158,84,162,330,359
"G13067284","2012","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",11991,11594,78,0,51,0,0,79,0,0,173,290,884,677,854,1573,1501,2348,1033,809,391,201,652,397,"Roswell city, Georgia",1582,1556,133,208,86,208,208,136,208,208,294,287,640,513,553,887,719,909,635,512,305,145,329,379
"G13068516","2012","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",23315,22699,0,0,0,147,0,52,52,226,0,440,813,1918,2087,2127,2714,4248,2819,3524,275,733,524,616,"Sandy Springs city, Georgia",2038,2024,208,208,208,127,208,87,89,281,208,423,554,752,843,1121,870,1291,874,1236,210,418,323,378
"G13069000","2012","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",30327,29178,642,597,661,444,245,210,540,680,1432,2230,2526,1682,3150,2480,2346,2595,2331,2778,380,679,550,1149,"Savannah city, Georgia",2322,2370,390,361,353,176,178,248,322,293,388,626,657,578,1069,803,673,582,628,979,280,377,241,470
"G13080508","2012","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,"Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,
"G15071550","2012","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",71999,68093,480,573,1058,981,498,625,435,565,554,1251,911,501,2054,2009,1613,5190,5711,15738,6662,11748,8936,3906,"Urban Honolulu CDP, Hawaii",2594,2531,353,252,474,473,265,365,293,342,462,439,337,286,688,671,600,969,1061,2134,1040,1698,1284,857
"G16008830","2012","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",37673,37235,105,48,144,299,285,1137,838,1587,1676,2721,4169,4518,3296,2033,2008,4874,3160,1853,1237,544,703,438,"Boise City city, Idaho",2273,2223,177,80,164,378,246,610,547,823,772,907,1226,1271,1015,760,739,1267,1090,867,710,431,497,281
"G16052120","2012","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,
"G16056260","2012","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",11062,10386,0,216,71,83,326,334,133,924,1080,1856,797,695,627,160,1342,620,574,407,105,0,36,676,"Nampa city, Idaho",1832,1748,187,216,131,120,420,262,127,544,557,868,549,479,429,218,676,432,665,342,164,187,62,618
"G17002154","2012","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Arlington Heights village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17003012","2012","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",19150,18683,155,0,260,243,309,0,192,86,302,757,220,1236,1381,1424,1851,2592,1314,4761,857,317,426,467,"Aurora city, Illinois",1785,1834,270,179,190,234,427,179,274,107,263,469,208,573,516,657,677,911,537,1006,422,244,273,356
"G17006613","2012","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",12628,12396,133,63,161,62,472,66,493,1111,928,1515,1432,1017,738,1299,861,1184,87,442,95,53,184,232,"Bloomington city, Illinois",1435,1449,196,104,155,71,266,95,325,619,492,537,557,497,367,515,399,618,149,309,114,89,178,188
"G17007133","2012","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Bolingbrook village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17012385","2012","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",16708,16568,222,168,234,96,265,156,377,665,1780,1223,978,1441,1146,971,1470,1847,654,1706,244,482,443,140,"Champaign city, Illinois",1782,1767,332,221,166,146,317,189,313,398,568,545,508,770,641,488,631,673,486,658,211,262,380,174
"G17014000","2012","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",574241,557063,8431,7938,14458,7932,5823,8212,6361,11942,11806,23497,19618,35511,36123,37003,36379,70355,44710,69778,37966,39635,23585,17178,"Chicago city, Illinois",7637,7920,1473,1298,1683,1470,1084,1421,1173,1692,1622,2337,2240,3007,2956,2910,3415,4305,3321,4120,2719,4038,2691,2290
"G17014351","2012","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",10459,9995,0,0,37,0,0,0,238,297,387,469,848,1285,1056,1468,947,2035,716,0,166,46,0,464,"Cicero town, Illinois",1399,1353,179,179,62,179,179,179,253,189,281,295,474,544,491,634,413,687,406,179,216,75,179,329
"G17018823","2012","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",13249,11774,521,57,149,544,203,394,1108,1004,1666,2373,1101,843,381,159,506,235,0,175,145,37,173,1475,"Decatur city, Illinois",1391,1340,383,96,143,297,198,221,495,447,599,925,385,604,276,195,384,192,179,175,174,75,168,771
"G17023074","2012","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",11507,10685,0,0,359,449,106,0,47,167,94,173,620,575,355,578,533,2440,984,1163,1010,858,174,822,"Elgin city, Illinois",1419,1337,179,179,308,490,125,179,77,204,113,189,406,418,356,413,396,772,511,583,628,614,203,469
"G17024582","2012","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",12725,12507,0,0,0,77,104,48,87,0,0,0,36,155,318,490,593,1859,1475,2223,1812,1984,1246,218,"Evanston city, Illinois",1572,1534,179,179,179,125,130,82,74,179,179,179,59,125,261,337,273,786,575,734,630,569,563,249
"G17038570","2012","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",12332,11870,384,366,633,112,198,29,233,413,123,366,325,1113,888,1175,1044,1980,744,1007,281,210,246,462,"Joliet city, Illinois",1493,1424,264,230,348,114,134,50,268,411,125,316,178,408,392,420,424,622,374,430,254,202,127,291
"G17051622","2012","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Naperville city, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17057225","2012","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Palatine village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17059000","2012","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",21567,20534,566,173,435,389,498,616,1002,970,2150,3008,2764,2409,714,990,981,953,685,258,171,480,322,1033,"Peoria city, Illinois",1676,1707,415,168,270,191,334,402,471,368,666,969,793,661,354,546,523,444,413,214,210,329,237,563
"G17065000","2012","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",26959,26186,607,676,510,599,560,979,1132,2328,2187,2837,2819,1880,2685,1240,459,1862,900,1005,275,264,382,773,"Rockford city, Illinois",1607,1672,344,329,259,321,340,525,360,853,615,788,798,581,865,486,312,567,444,470,353,185,313,419
"G17068003","2012","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Schaumburg village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17070122","2012","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,"Skokie village, Illinois",,,,,,,,,,,,,,,,,,,,,,,,
"G17072000","2012","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",17945,17054,220,259,377,484,500,470,832,1547,1854,1950,1962,1855,1644,905,703,387,245,110,229,250,271,891,"Springfield city, Illinois",1717,1690,243,197,325,329,287,238,404,493,831,731,808,647,676,495,512,261,220,100,132,127,257,393
"G17079293","2012","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",14082,13489,395,199,560,54,69,121,100,492,331,781,1101,901,1237,1693,929,2595,358,1353,167,53,0,593,"Waukegan city, Illinois",1405,1378,291,238,394,75,84,126,122,318,311,387,567,454,515,693,548,813,223,480,270,88,179,432
"G18005860","2012","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",19424,18692,225,176,186,43,141,142,287,1093,1163,1358,1745,1782,1829,955,959,2070,1149,2026,568,447,348,732,"Bloomington city, Indiana",1687,1690,242,151,125,72,229,183,209,557,593,597,758,750,678,503,665,717,529,734,370,335,299,514
"G18010342","2012","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,"Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,
"G18022000","2012","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",23499,22981,842,686,324,282,596,566,1978,2073,3478,3172,2740,1847,872,1498,563,708,360,162,0,126,108,518,"Evansville city, Indiana",1620,1653,437,402,330,178,384,246,681,621,852,1069,835,828,377,685,321,491,300,193,184,138,137,291
"G18023278","2012","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,"Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,
"G18025000","2012","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",37279,36612,295,546,817,617,921,1460,2464,3865,5651,3372,3032,3434,2506,3140,1019,1316,766,591,384,21,395,667,"Fort Wayne city, Indiana",2117,2073,173,365,453,395,416,419,739,1054,1227,830,827,971,730,842,453,570,445,352,260,35,315,386
"G18027000","2012","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",13824,12573,1000,403,311,424,417,547,779,602,522,1764,1064,1774,872,575,369,262,318,281,289,0,0,1251,"Gary city, Indiana",1374,1315,400,360,199,232,262,257,500,323,362,631,569,554,407,292,272,218,275,310,333,184,184,584
"G18031000","2012","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",10891,10521,319,278,362,193,112,328,235,260,324,715,828,707,1178,1404,891,1498,721,126,42,0,0,370,"Hammond city, Indiana",1171,1122,302,203,236,189,105,240,197,208,278,357,398,367,501,527,384,644,457,106,71,184,184,206
"G18036003","2012","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",154423,150204,2100,1309,1869,1837,1401,2626,4299,9389,13529,15768,14806,14599,15105,11938,11082,12653,5027,5791,2634,1351,1091,4219,"Indianapolis city (balance), Indiana",4829,4960,769,484,584,665,628,762,950,1839,2127,2242,1784,1734,1913,1842,2125,2004,1120,1269,838,596,498,861
"G18040788","2012","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",13543,12807,272,0,0,188,554,217,222,824,1076,1979,1485,1914,1438,750,1400,271,217,0,0,0,0,736,"Lafayette city, Indiana",1382,1300,260,184,184,191,482,235,177,544,581,742,729,713,570,447,740,222,231,184,184,184,184,482
"G18051876","2012","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",14259,13342,39,354,528,207,509,1225,695,1210,1175,2135,1184,1202,773,176,453,360,266,753,0,98,0,917,"Muncie city, Indiana",1262,1183,65,291,328,153,398,487,369,437,412,786,529,459,349,152,337,284,309,448,184,110,184,387
"G18071000","2012","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",15751,15155,318,261,578,547,608,401,654,1763,1682,1187,1825,1864,793,664,276,665,450,159,148,208,104,596,"South Bend city, Indiana",1470,1395,276,233,351,316,286,264,304,580,488,463,612,557,330,372,180,375,347,138,192,212,121,366
"G19012000","2012","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",15756,15596,67,53,430,292,322,387,1343,975,1292,1635,1350,1496,1294,1216,1257,856,543,200,284,135,169,160,"Cedar Rapids city, Iowa",1745,1760,108,88,273,273,217,304,678,472,429,787,541,697,643,574,588,360,348,167,363,176,151,164
"G19019000","2012","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",15736,15128,33,23,306,215,463,369,890,1085,1586,2046,2335,836,1190,683,1097,859,370,302,83,109,248,608,"Davenport city, Iowa",1338,1347,57,38,226,202,297,267,409,433,533,634,827,414,471,383,513,477,301,234,90,108,176,310
"G19021000","2012","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",29908,29250,621,66,562,809,421,506,941,1550,1489,2268,2398,3410,3614,2637,2251,1911,1870,1361,223,285,57,658,"Des Moines city, Iowa",1849,1891,539,84,331,478,293,280,554,676,493,665,668,823,1024,814,841,647,721,558,170,212,68,436
"G19038595","2012","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",14533,14117,0,137,0,308,110,174,378,559,661,444,1358,1504,1023,1011,1281,1023,925,1216,305,1104,596,416,"Iowa City city, Iowa",1239,1261,151,158,151,275,116,246,286,281,309,300,589,571,509,481,696,494,545,557,265,557,498,349
"G19073335","2012","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",10971,10606,211,101,441,837,419,565,552,954,797,871,587,1151,896,551,438,452,0,269,72,61,381,365,"Sioux City city, Iowa",1443,1471,289,118,329,538,315,292,315,532,452,378,362,530,558,351,380,423,151,244,94,102,297,307
"G19082425","2012","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",9551,9459,146,31,48,203,272,649,169,1091,1850,1079,1240,285,414,602,274,148,139,39,0,414,366,92,"Waterloo city, Iowa",1163,1143,135,53,54,198,169,335,153,583,673,461,524,256,283,340,229,121,141,64,151,234,364,115
"G20036000","2012","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",22695,21549,1216,597,678,774,312,1426,564,1543,2163,2480,2197,2287,1415,1331,484,769,735,353,225,0,0,1146,"Kansas City city, Kansas",1402,1365,519,358,360,388,232,480,313,495,721,686,743,528,500,582,304,434,452,243,225,165,165,388
"G20038900","2012","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",18528,17898,47,193,127,89,0,238,792,959,1932,1379,1566,1276,1990,1352,488,1907,1113,1057,555,556,282,630,"Lawrence city, Kansas",1664,1683,80,237,184,142,165,195,533,549,776,511,635,600,753,741,287,653,649,496,454,347,379,566
"G20052575","2012","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",11971,11677,0,33,113,70,125,94,75,492,793,683,1044,1574,658,927,238,1344,1413,753,846,356,46,294,"Olathe city, Kansas",1380,1327,165,57,156,83,118,100,91,302,307,301,445,693,370,524,233,564,531,448,448,209,77,259
"G20053775","2012","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",26363,25942,88,0,0,173,0,138,44,71,38,1088,1842,2064,2045,2855,2055,4038,3237,3639,949,476,1102,421,"Overland Park city, Kansas",1970,1968,105,165,165,154,165,139,71,86,62,698,749,707,609,833,610,844,811,870,409,249,608,286
"G20071000","2012","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",23396,22460,497,226,372,263,772,484,1362,2448,3399,2710,2601,1070,1367,1087,551,1069,1191,657,218,116,0,936,"Topeka city, Kansas",1854,1844,352,247,358,215,364,298,466,897,989,819,758,484,485,497,337,560,476,390,323,72,165,508
"G20079000","2012","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"16000US2079000","Wichita city, Kansas",60832,59078,613,1332,661,850,2877,3298,4379,6638,6082,6498,4328,3721,4478,3223,2196,2368,1303,1815,731,267,1420,1754,"Wichita city, Kansas",2963,2922,409,683,339,352,964,926,1117,1332,1432,1118,1083,878,1178,972,746,868,515,730,353,191,525,666
"G21046027","2012","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"16000US2146027","Lexington-Fayette urban county, Kentucky",56086,53879,1249,619,841,764,489,1020,1739,2146,5935,5485,5551,4404,3940,3033,2992,4828,2123,3119,782,1986,834,2207,"Lexington-Fayette urban county, Kentucky",2448,2441,616,265,419,435,268,522,658,648,1180,1250,1148,876,960,864,751,1202,679,884,408,750,327,697
"G21048006","2012","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"16000US2148006","Louisville/Jefferson County metro government (balance), Kentucky",97315,93973,2691,1456,3517,1461,2423,3057,4160,6610,9363,9157,9105,7161,7246,4911,4545,8103,3237,3365,973,793,639,3342,"Louisville/Jefferson County metro government (balance), Kentucky",3301,3556,855,554,958,521,693,884,881,1293,1369,1655,1662,1598,1119,845,1137,1589,931,968,462,466,295,906
"G22005000","2012","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"16000US2205000","Baton Rouge city, Louisiana",43181,41338,560,319,604,949,565,1004,1456,1493,2717,3247,4201,3640,4346,2017,2721,2447,2196,3244,1753,1646,213,1843,"Baton Rouge city, Louisiana",2450,2447,317,236,391,408,317,508,513,556,831,1017,1079,673,1153,657,984,849,859,878,924,688,155,684
"G22039475","2012","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",9884,9662,147,31,151,46,111,114,23,27,84,295,133,1059,683,1774,859,1504,951,1200,237,110,123,222,"Kenner city, Louisiana",1335,1335,164,54,158,76,128,108,38,47,83,255,140,445,350,696,479,614,557,649,335,140,103,170
"G22040735","2012","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",21217,19682,231,448,279,222,382,1061,702,362,1376,2122,834,2554,1731,1140,1283,1348,1087,1742,190,446,142,1535,"Lafayette city, Louisiana",2083,1903,172,342,282,154,242,546,417,396,675,841,499,861,707,588,698,677,592,649,172,407,169,822
"G22041155","2012","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",13723,13070,154,915,359,334,394,416,551,1398,1192,667,932,1103,471,655,1017,600,872,999,41,0,0,653,"Lake Charles city, Louisiana",1433,1466,146,487,286,415,295,331,392,619,713,382,536,593,290,301,527,487,596,568,68,193,193,398
"G22050115","2012","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",23564,22200,0,154,321,115,0,108,446,249,605,1105,1303,3166,1992,2302,2088,2928,1793,2096,645,704,80,1364,"Metairie CDP, Louisiana",2156,2063,193,246,433,147,193,138,443,216,418,494,632,1024,635,638,715,806,657,739,329,441,93,489
