GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,MF9E001,MF9E002,MF9E003,MF9E004,MF9E005,MF9E006,MF9E007,MF9E008,MF9E009,MF9E010,MF9E011,MF9E012,MF9E013,MF9E014,MF9E015,MF9E016,MF9E017,MF9E018,MF9E019,MF9E020,MF9E021,MF9E022,MF9E023,MF9E024,NAME_M,MF9M001,MF9M002,MF9M003,MF9M004,MF9M005,MF9M006,MF9M007,MF9M008,MF9M009,MF9M010,MF9M011,MF9M012,MF9M013,MF9M014,MF9M015,MF9M016,MF9M017,MF9M018,MF9M019,MF9M020,MF9M021,MF9M022,MF9M023,MF9M024
"G36011000","2011","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",66372,64891,939,1350,961,2523,2037,4149,5365,6411,6829,8876,4907,4363,6084,1726,1421,2613,1966,1473,408,203,287,1481,"Buffalo city, New York",2866,2873,440,611,440,776,730,944,1146,1288,1211,1526,1335,1136,1423,816,769,820,787,664,311,152,296,545
"G36015000","2011","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",10028,9604,0,115,0,29,288,393,434,765,1193,1703,674,369,616,410,991,848,158,387,147,0,84,424,"Cheektowaga CDP, New York",1274,1179,192,191,192,52,380,342,320,337,507,670,439,270,454,303,540,654,155,361,199,192,134,284
"G36049121","2011","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",16206,16064,0,26,195,168,99,29,0,174,157,121,633,391,623,434,229,2254,1915,3469,3912,1008,227,142,"Mount Vernon city, New York",1539,1522,192,44,123,184,116,48,192,140,154,145,445,300,345,310,236,771,695,849,930,466,192,148
"G36050617","2011","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",14271,14082,41,125,315,93,559,188,201,155,210,230,182,230,324,310,247,417,939,3441,2722,1748,1405,189,"New Rochelle city, New York",1287,1257,67,121,199,110,472,153,259,155,199,276,193,240,380,271,219,312,549,986,909,752,623,311
"G36051000","2011","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",2076565,2024077,10445,17678,40808,62088,36421,32724,25365,34522,31870,44567,34976,55960,43606,66097,56466,140426,175927,402149,235882,259108,216992,52488,"New York city, New York",15598,15537,1688,2269,3399,3786,3744,2847,2751,2922,2940,3785,3524,3489,4237,4385,4107,5633,7178,9720,8410,8990,8336,4019
"G36063000","2011","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",53555,52620,272,372,879,1421,535,1475,2609,2947,5790,5713,5043,6490,4025,3646,4002,3273,1154,1672,603,529,170,935,"Rochester city, New York",2729,2641,183,252,584,435,365,466,704,732,1111,1115,1083,1466,894,1059,1023,906,668,707,431,350,99,512
"G36065508","2011","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",14042,13872,102,641,0,482,254,317,262,660,574,1089,1038,1379,1966,1591,1057,1525,321,185,289,67,73,170,"Schenectady city, New York",1252,1298,123,416,192,331,193,247,183,343,304,472,433,512,671,572,424,613,289,170,217,69,122,130
"G36073000","2011","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",32956,32007,538,210,525,1109,898,712,902,2615,2676,3405,4672,3675,2436,1724,1324,2124,797,852,249,345,219,949,"Syracuse city, New York",2062,2129,337,162,260,467,428,277,411,707,759,760,1073,916,683,528,520,643,309,353,211,216,149,429
"G36084000","2011","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",41401,40216,32,195,1431,882,346,460,610,543,758,925,305,952,852,526,793,5430,3023,10349,5897,4299,1608,1185,"Yonkers city, New York",2848,2850,54,148,573,423,256,366,401,346,535,452,214,362,509,357,322,1463,825,1563,1319,1170,640,655
"G37002140","2011","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",18964,18080,599,786,366,497,615,426,345,513,1499,871,1041,1072,1396,1280,921,1238,1078,2038,439,265,795,884,"Asheville city, North Carolina",1682,1643,434,541,213,375,363,314,225,440,795,662,451,517,725,744,631,465,477,878,384,229,491,553
"G37010740","2011","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",14380,14152,52,0,0,50,0,62,121,0,72,959,697,2128,1310,960,1377,1727,1207,2293,377,603,157,228,"Cary town, North Carolina",2316,2313,81,220,220,84,220,103,151,220,133,1132,424,846,631,570,841,789,669,1201,285,528,152,221
"G37012000","2011","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",127111,124320,1354,510,1368,604,975,1053,2099,5062,7929,7919,10439,10331,10840,8702,9507,15238,10322,11229,5241,2629,969,2791,"Charlotte city, North Carolina",6014,6112,620,279,479,410,534,471,679,1493,1668,1530,1856,1838,2375,2188,2047,2482,2304,2522,1557,1330,381,826
"G37014100","2011","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,"Concord city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,
"G37019000","2011","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",49070,47253,1211,286,466,288,226,653,2346,2650,2645,5135,3923,2828,3271,3444,2228,5871,4217,3774,725,467,599,1817,"Durham city, North Carolina",2522,2458,544,368,389,172,171,393,879,1051,798,1339,1223,1104,962,1314,960,1539,1202,1024,373,306,446,649
"G37022920","2011","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",37327,35885,777,453,272,537,343,914,1607,2061,1734,2026,2786,3408,3503,2498,2688,3865,2513,2761,495,493,151,1442,"Fayetteville city, North Carolina",2524,2626,501,355,210,421,252,392,696,738,636,676,899,1014,926,990,952,976,956,926,420,488,178,870
"G37025580","2011","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",12420,11743,36,215,224,198,187,323,934,1190,1761,1737,1562,1516,526,148,229,264,77,269,100,0,247,677,"Gastonia city, North Carolina",1493,1527,46,253,234,151,213,316,470,453,743,581,689,640,326,152,171,191,93,342,173,220,154,454
"G37028000","2011","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",49160,47578,1217,1116,723,460,783,966,2312,3016,3838,5130,5647,3807,2752,3340,2425,5155,1953,1781,516,36,605,1582,"Greensboro city, North Carolina",2941,2976,480,527,582,274,512,497,816,1069,969,1403,1406,1028,800,880,802,1469,1097,755,361,56,340,830
"G37028080","2011","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",20978,20978,271,309,230,269,1416,691,2488,970,2687,1464,1374,2511,504,632,1518,429,147,1210,1420,438,0,0,"Greenville city, North Carolina",2213,2213,289,357,229,293,772,517,966,583,1359,713,759,1263,374,389,949,553,192,632,708,265,220,220
"G37031400","2011","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",17682,16920,361,85,121,623,892,669,903,1733,779,1525,2040,966,869,1244,614,512,1202,780,585,60,357,762,"High Point city, North Carolina",1975,1886,300,83,102,417,452,371,521,687,413,551,858,527,427,640,441,322,765,524,384,100,303,461
"G37034200","2011","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",11057,10808,50,106,34,173,0,0,60,370,777,817,424,753,245,620,496,1765,917,1676,813,575,137,249,"Jacksonville city, North Carolina",1554,1572,65,97,62,277,220,220,104,397,425,590,353,610,204,500,370,786,613,621,389,422,234,206
"G37055000","2011","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",71901,69920,1503,354,332,466,567,123,564,1357,2870,4558,4920,7204,8511,6810,5288,8052,5959,6124,1676,1863,819,1981,"Raleigh city, North Carolina",4864,4887,1500,249,258,334,374,130,395,721,1134,1325,1397,1771,1656,1918,1485,1705,1658,1864,1081,704,463,791
"G37074440","2011","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",27521,26509,969,459,727,580,75,574,548,968,859,2324,1915,2508,1656,2258,2921,2009,2247,1426,961,124,401,1012,"Wilmington city, North Carolina",2191,2254,524,373,378,391,87,384,429,669,508,915,900,1181,610,1071,1027,671,881,908,641,213,250,540
"G37075000","2011","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",38887,38006,623,458,892,698,1107,1520,2708,2376,4943,4913,3081,2691,3049,1669,1546,2464,742,1360,439,342,385,881,"Winston-Salem city, North Carolina",2258,2201,358,332,363,496,528,701,984,756,1117,1574,896,1006,1005,635,685,750,406,511,354,209,221,412
"G38025700","2011","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",25847,25532,141,45,341,556,651,434,1053,1875,3701,1691,2298,2642,2205,1366,1401,2350,692,1834,256,0,0,315,"Fargo city, North Dakota",2031,1988,174,74,311,330,490,290,582,814,1149,518,746,825,760,672,824,1122,544,1013,203,143,143,232
"G39001000","2011","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",36749,35433,551,413,1064,1356,562,826,1653,2840,5365,5033,3547,3805,3201,1537,1147,917,605,390,219,168,234,1316,"Akron city, Ohio",2419,2365,279,242,459,530,384,336,733,856,1066,1105,995,912,1280,599,485,497,428,252,229,169,223,570
"G39012000","2011","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",14372,13575,1147,226,562,446,664,986,803,1499,2299,1729,1478,857,456,246,177,0,0,0,0,0,0,797,"Canton city, Ohio",1518,1653,434,235,311,236,484,527,408,435,841,739,618,567,366,294,305,187,187,187,187,187,187,541
"G39015000","2011","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",72778,70738,2825,2106,2706,1727,2055,3167,3578,7519,9097,7040,7572,3811,3506,3283,2408,3096,1823,1490,610,683,636,2040,"Cincinnati city, Ohio",3091,2976,838,667,719,638,711,1020,854,1328,1599,1571,1508,1082,1023,957,695,681,840,570,287,319,346,678
"G39016000","2011","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",94272,89724,5352,1495,3625,3386,2628,4472,4369,7513,10459,10997,10101,5709,3889,3984,2978,4036,1338,1859,660,652,222,4548,"Cleveland city, Ohio",3360,3439,1194,513,732,1034,713,837,919,1258,1549,1764,1403,972,927,956,844,1070,536,543,301,319,203,869
"G39018000","2011","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",176106,172377,3027,1799,2372,1201,992,3544,4982,10023,13943,17887,15438,20743,16194,9850,11920,14167,7825,9085,2110,3759,1516,3729,"Columbus city, Ohio",5024,4968,1011,790,681,443,478,981,1112,1687,1980,2098,2434,2361,2317,1684,2286,2279,1352,1546,809,1415,510,1018
"G39021000","2011","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",31449,29356,1411,638,1188,1396,512,2092,2519,3475,3733,3476,2267,2840,810,855,400,476,522,444,236,66,0,2093,"Dayton city, Ohio",2045,2056,525,335,547,659,404,767,804,919,851,857,875,865,395,371,255,344,323,400,269,108,187,724
"G39044856","2011","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",10359,9637,535,289,272,250,232,748,207,793,959,1192,1478,683,864,437,328,151,219,0,0,0,0,722,"Lorain city, Ohio",1277,1277,411,272,198,177,151,380,171,401,478,578,755,497,383,360,269,136,314,187,187,187,187,360
"G39061000","2011","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",9484,8954,38,0,269,75,32,40,130,465,1205,1296,510,1569,412,720,412,709,699,373,0,0,0,530,"Parma city, Ohio",1076,1042,66,187,293,124,53,65,149,299,500,491,251,565,348,397,316,407,461,290,187,187,187,322
"G39077000","2011","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",54673,52610,1576,1389,1164,801,900,3192,4407,7047,5662,6922,4481,4704,3035,1629,1693,2278,701,757,120,152,0,2063,"Toledo city, Ohio",2721,2697,611,641,436,405,285,951,976,1506,949,1363,1059,1234,966,628,708,872,561,602,128,148,187,726
"G39088000","2011","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",11528,10441,490,239,821,311,524,726,1249,1359,1725,680,1222,501,234,118,0,0,0,81,89,72,0,1087,"Youngstown city, Ohio",1240,1167,256,271,319,158,250,293,351,482,592,324,473,423,348,158,187,187,187,78,119,116,187,470
"G40009050","2011","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",7670,7457,107,57,0,58,46,220,64,336,241,874,171,708,886,376,580,1263,512,703,147,75,33,213,"Broken Arrow city, Oklahoma",1071,1083,133,70,163,73,59,231,63,274,155,438,128,438,339,211,350,569,486,349,138,90,54,156
"G40023200","2011","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",9106,8871,219,0,36,184,250,160,150,497,542,552,893,391,528,825,931,519,781,755,185,350,123,235,"Edmond city, Oklahoma",1436,1442,208,163,59,250,328,260,151,333,350,354,580,431,414,397,603,360,480,536,177,249,153,191
"G40041850","2011","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",17747,16959,215,125,435,455,222,315,1122,760,1827,931,1810,1094,1481,1402,695,1187,1353,1028,142,204,156,788,"Lawton city, Oklahoma",1525,1598,187,114,382,366,145,206,523,358,604,571,764,587,633,534,403,645,510,491,163,202,151,395
"G40052500","2011","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",17841,17233,72,113,58,48,243,250,972,2131,1924,2314,1455,670,1616,1267,1097,656,1154,552,196,317,128,608,"Norman city, Oklahoma",1770,1734,120,183,98,58,232,248,445,787,706,815,591,461,710,748,571,418,749,306,249,336,156,543
"G40055000","2011","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",94223,90180,972,624,889,2300,1834,3335,6330,8064,8908,10466,8765,7551,6225,4460,4306,4045,3647,3280,1021,2170,988,4043,"Oklahoma City city, Oklahoma",4064,4032,352,360,403,820,736,839,1166,1220,1406,1665,1394,1348,1323,1009,1077,1286,978,1072,466,1150,416,1009
"G40075000","2011","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",73751,70638,1977,736,801,1558,1602,2253,4632,6648,7629,7646,7866,5239,4747,4007,3234,4117,2038,2119,665,699,425,3113,"Tulsa city, Oklahoma",2679,2632,539,273,300,485,515,662,1051,1192,1100,1382,1185,945,1015,935,714,949,672,569,409,398,232,795
"G41005350","2011","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",16845,16484,0,71,49,56,70,121,0,0,150,107,896,1425,3129,1465,1101,2060,1414,2608,674,674,414,361,"Beaverton city, Oregon",1844,1859,203,117,84,93,114,148,203,203,201,118,486,587,1181,742,560,834,618,842,443,596,358,300
"G41005800","2011","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",16106,15706,392,66,0,252,0,0,87,315,209,889,1266,753,1873,1457,977,2250,1012,1167,1346,891,504,400,"Bend city, Oregon",2128,2034,585,116,203,258,203,203,144,277,255,514,663,459,992,976,629,1158,507,711,922,674,358,419
"G41023850","2011","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",36475,35749,37,272,642,256,373,135,704,1236,1875,2172,2525,3298,3667,2052,2926,2789,3326,3718,1749,1341,656,726,"Eugene city, Oregon",2507,2457,63,267,278,202,307,138,488,577,810,921,961,1028,1186,716,1055,935,969,969,743,761,316,445
"G41031250","2011","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",18535,18248,91,404,364,42,114,0,43,309,539,738,1504,1175,2825,2384,1379,2154,1200,1290,1160,63,470,287,"Gresham city, Oregon",1913,1917,108,274,383,67,188,203,71,354,525,590,675,509,856,795,555,867,597,652,717,103,259,311
"G41034100","2011","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,"Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,
"G41047000","2011","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",17249,16911,101,53,137,20,224,390,235,148,714,1126,782,1079,1982,1414,1922,2594,1010,940,1017,202,821,338,"Medford city, Oregon",1723,1719,140,91,139,36,309,373,182,177,629,553,412,435,753,795,899,1009,527,468,775,345,498,404
"G41059000","2011","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",122773,119740,833,2071,1978,1927,968,1379,1324,2640,2409,3901,5795,9622,10960,10534,9880,12437,9004,15092,8695,5612,2679,3033,"Portland city, Oregon",3945,3833,454,707,702,779,530,484,642,869,676,1039,1345,1720,1717,1617,1798,1798,1395,2043,1472,1173,885,761
"G41064900","2011","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",27050,26737,37,260,150,327,268,339,628,1627,1920,1227,2730,2713,2975,1860,2360,2620,1082,1805,117,1082,610,313,"Salem city, Oregon",2182,2215,67,260,183,312,196,280,435,589,778,642,1102,975,981,703,1036,846,628,752,122,590,278,260
"G42002000","2011","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",23349,22919,209,571,493,612,193,406,450,434,928,1155,1295,1424,2931,2012,1813,3143,2280,2223,134,50,163,430,"Allentown city, Pennsylvania",1777,1786,202,487,326,424,152,276,374,315,462,477,642,548,1019,801,758,1001,996,801,124,43,112,268
"G42006088","2011","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",13662,13616,255,459,307,668,353,565,205,684,298,444,375,780,580,619,918,1629,2210,934,770,477,86,46,"Bethlehem city, Pennsylvania",1438,1447,259,340,286,312,243,420,140,481,307,247,237,405,314,342,563,573,807,506,376,247,127,79
"G42024000","2011","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",19112,18454,469,365,404,878,407,789,1986,2351,2408,2292,1647,1349,340,902,622,546,203,262,90,43,101,658,"Erie city, Pennsylvania",1467,1433,347,254,271,342,302,332,633,714,699,692,612,512,250,394,307,405,196,276,151,72,78,339
"G42060000","2011","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",265126,253225,5766,2273,7025,5190,6148,5910,7504,11519,9240,14594,11905,20121,23739,19858,17661,26186,15936,16787,11635,8805,5423,11901,"Philadelphia city, Pennsylvania",7665,7066,1168,706,1357,1232,1475,1415,1854,1952,1869,2576,2029,2582,2815,2808,2543,3314,2559,2503,1708,1582,1496,1954
"G42061000","2011","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",68262,65828,1731,1364,2328,2683,1832,1671,2375,3935,4120,5421,5096,6138,5079,3650,3420,2840,3265,4323,2288,1719,550,2434,"Pittsburgh city, Pennsylvania",2717,2565,611,518,575,633,781,580,673,1019,853,830,905,1127,1006,1086,1050,704,883,883,653,572,408,740
"G42063624","2011","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",17601,17154,443,37,609,522,663,691,748,1350,1128,2491,1454,1688,1764,1706,736,771,93,122,54,0,84,447,"Reading city, Pennsylvania",1476,1417,330,62,462,321,492,487,314,578,496,862,494,599,664,645,376,447,144,101,77,168,140,342
"G42069000","2011","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",14107,12834,104,37,268,413,304,302,828,1528,1751,1397,684,1806,769,938,735,400,360,126,42,42,0,1273,"Scranton city, Pennsylvania",1355,1270,108,62,195,246,252,188,403,608,592,519,372,564,367,418,433,271,320,206,68,54,168,562
"G44019180","2011","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",10896,10485,0,37,396,377,206,0,121,35,263,201,322,362,988,723,940,2015,984,1391,614,382,128,411,"Cranston city, Rhode Island",1510,1476,207,62,361,272,162,207,116,60,242,184,287,354,650,413,487,909,540,670,450,273,151,370
"G44054640","2011","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",16633,16267,685,0,354,1192,281,438,168,553,412,1074,1034,1429,1684,1081,1916,2412,670,564,263,0,57,366,"Pawtucket city, Rhode Island",1589,1588,421,207,304,527,224,352,170,353,301,516,572,565,650,465,695,675,444,305,228,207,92,259
"G44059000","2011","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",40689,39754,586,756,1595,1959,756,1048,311,1307,650,1697,939,3138,3990,2321,2070,5714,3556,3184,2090,1769,318,935,"Providence city, Rhode Island",2430,2429,378,484,648,615,371,395,276,541,416,703,513,785,1186,898,746,1283,1237,937,902,662,210,565
"G44074300","2011","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",9175,8996,0,0,223,381,92,197,220,300,69,151,191,78,635,352,112,1571,1015,2372,653,384,0,179,"Warwick city, Rhode Island",1512,1526,207,207,171,269,83,271,194,245,113,244,165,127,329,210,184,695,510,1000,434,247,207,138
"G45013330","2011","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",23519,21933,618,831,637,153,204,411,198,636,112,325,1870,1275,1260,1057,1433,2048,2160,3348,846,1699,812,1586,"Charleston city, South Carolina",2408,2247,355,438,315,115,165,334,199,619,97,249,858,622,741,478,712,742,1034,1051,407,737,361,732
"G45016000","2011","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",22145,20986,1028,211,933,381,543,642,630,778,1149,1506,2089,1505,2110,970,1814,1482,1048,1166,528,346,127,1159,"Columbia city, South Carolina",1601,1614,462,194,453,297,369,355,385,407,484,638,816,674,547,578,685,607,526,408,322,299,132,596
"G45048535","2011","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2011","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",17702,17077,101,427,195,834,370,543,337,350,1795,1358,2355,1220,1275,1292,1732,1131,703,864,195,0,0,625,"North Charleston city, South Carolina",1907,1889,94,337,219,738,340,388,310,242,625,653,882,487,689,763,684,499,441,382,254,217,217,432
"G45061405","2011","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",13446,12448,203,271,134,237,151,879,671,942,448,1451,2046,1180,1298,846,845,314,135,78,0,119,200,998,"Rock Hill city, South Carolina",1896,1803,175,250,124,235,193,715,410,629,296,760,923,692,647,577,545,261,153,132,217,202,177,664
"G46052980","2011","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",11371,10800,405,19,346,379,409,493,375,586,771,559,505,284,1080,942,548,959,992,818,190,63,77,571,"Rapid City city, South Dakota",1344,1412,303,33,356,258,331,380,258,373,511,389,328,193,529,461,315,461,547,448,173,103,126,381
"G46059020","2011","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",24881,24312,424,177,475,791,383,635,532,1627,1655,2140,2339,2086,3016,2709,1618,1238,1003,881,418,100,65,569,"Sioux Falls city, South Dakota",2534,2516,314,256,429,556,441,472,282,562,874,856,874,747,1239,1122,775,833,883,522,370,139,107,348
"G47014000","2011","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",33326,31892,773,442,1647,1055,765,1081,2476,3155,2330,2730,2613,1825,2283,2047,1331,2141,1097,1094,78,477,452,1434,"Chattanooga city, Tennessee",2371,2401,324,357,1004,467,471,555,1081,1186,789,917,861,606,887,1011,649,1071,519,660,70,424,298,593
"G47015160","2011","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",24497,23859,350,68,409,278,103,433,396,1152,1361,2229,2550,1859,2813,854,994,2998,877,2212,866,982,75,638,"Clarksville city, Tennessee",2627,2637,317,110,354,383,134,211,224,653,819,906,1195,843,1706,578,590,1099,532,1033,568,640,128,390
"G47037640","2011","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",8682,7818,89,397,276,790,251,258,519,1113,1101,471,797,214,295,226,373,447,132,0,69,0,0,864,"Jackson city, Tennessee",1214,1243,146,400,255,482,202,198,320,556,539,416,495,223,249,175,341,379,219,208,94,208,208,507
