GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJM5E001,AJM5E002,AJM5E003,AJM5E004,AJM5E005,AJM5E006,AJM5E007,AJM5E008,AJM5E009,AJM5E010,AJM5E011,AJM5E012,AJM5E013,AJM5E014,AJM5E015,AJM5E016,AJM5E017,AJM5E018,AJM5E019,AJM5E020,AJM5E021,AJM5E022,AJM5E023,AJM5E024,AJM5E025,AJM5E026,AJM5E027,NAME_M,AJM5M001,AJM5M002,AJM5M003,AJM5M004,AJM5M005,AJM5M006,AJM5M007,AJM5M008,AJM5M009,AJM5M010,AJM5M011,AJM5M012,AJM5M013,AJM5M014,AJM5M015,AJM5M016,AJM5M017,AJM5M018,AJM5M019,AJM5M020,AJM5M021,AJM5M022,AJM5M023,AJM5M024,AJM5M025,AJM5M026,AJM5M027
"G06024680","2018","CA",,,"California","06",,,"Fontana city","24680",,,,,,,,,,,,,,,,"16000US0624680","Fontana city, California",18897,18457,0,108,0,246,173,218,35,0,144,497,0,209,483,623,365,666,1786,5016,2621,4034,1112,121,0,0,440,"Fontana city, California",1879,1850,211,174,211,223,220,227,58,211,180,329,211,159,285,403,292,321,635,1162,765,1095,520,147,211,211,371
"G06026000","2018","CA",,,"California","06",,,"Fremont city","26000",,,,,,,,,,,,,,,,"16000US0626000","Fremont city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06027000","2018","CA",,,"California","06",,,"Fresno city","27000",,,,,,,,,,,,,,,,"16000US0627000","Fresno city, California",95602,92685,1114,613,731,1389,306,911,742,1956,2445,3046,3963,4602,7031,5679,5862,11366,9984,16009,7337,5905,1345,11,251,87,2917,"Fresno city, California",3767,3689,551,413,546,661,161,452,501,785,795,962,1208,958,1317,1213,1295,1963,1888,2310,1616,1609,818,20,333,102,921
"G06028000","2018","CA",,,"California","06",,,"Fullerton city","28000",,,,,,,,,,,,,,,,"16000US0628000","Fullerton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fullerton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06029000","2018","CA",,,"California","06",,,"Garden Grove city","29000",,,,,,,,,,,,,,,,"16000US0629000","Garden Grove city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garden Grove city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06030000","2018","CA",,,"California","06",,,"Glendale city","30000",,,,,,,,,,,,,,,,"16000US0630000","Glendale city, California",51370,49338,0,71,150,433,329,162,87,318,0,132,397,277,344,350,68,1171,1657,8151,8947,17279,5272,2102,891,750,2032,"Glendale city, California",2789,2699,211,117,151,345,229,169,142,321,211,168,349,240,202,275,111,461,622,1352,1550,1734,980,804,506,431,730
"G06032548","2018","CA",,,"California","06",,,"Hawthorne city","32548",,,,,,,,,,,,,,,,"16000US0632548","Hawthorne city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hawthorne city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06033000","2018","CA",,,"California","06",,,"Hayward city","33000",,,,,,,,,,,,,,,,"16000US0633000","Hayward city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hayward city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06033182","2018","CA",,,"California","06",,,"Hemet city","33182",,,,,,,,,,,,,,,,"16000US0633182","Hemet city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hemet city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06033434","2018","CA",,,"California","06",,,"Hesperia city","33434",,,,,,,,,,,,,,,,"16000US0633434","Hesperia city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hesperia city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06036000","2018","CA",,,"California","06",,,"Huntington Beach city","36000",,,,,,,,,,,,,,,,"16000US0636000","Huntington Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huntington Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06036448","2018","CA",,,"California","06",,,"Indio city","36448",,,,,,,,,,,,,,,,"16000US0636448","Indio city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indio city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06036546","2018","CA",,,"California","06",,,"Inglewood city","36546",,,,,,,,,,,,,,,,"16000US0636546","Inglewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inglewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06036770","2018","CA",,,"California","06",,,"Irvine city","36770",,,,,,,,,,,,,,,,"16000US0636770","Irvine city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Irvine city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06037692","2018","CA",,,"California","06",,,"Jurupa Valley city","37692",,,,,,,,,,,,,,,,"16000US0637692","Jurupa Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jurupa Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06039248","2018","CA",,,"California","06",,,"Laguna Niguel city","39248",,,,,,,,,,,,,,,,"16000US0639248","Laguna Niguel city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laguna Niguel city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06039486","2018","CA",,,"California","06",,,"Lake Elsinore city","39486",,,,,,,,,,,,,,,,"16000US0639486","Lake Elsinore city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake Elsinore city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06039496","2018","CA",,,"California","06",,,"Lake Forest city","39496",,,,,,,,,,,,,,,,"16000US0639496","Lake Forest city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake Forest city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06039892","2018","CA",,,"California","06",,,"Lakewood city","39892",,,,,,,,,,,,,,,,"16000US0639892","Lakewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lakewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06040130","2018","CA",,,"California","06",,,"Lancaster city","40130",,,,,,,,,,,,,,,,"16000US0640130","Lancaster city, California",21283,20912,152,227,38,528,539,290,427,335,300,665,376,168,471,782,246,1612,1952,4507,3881,2322,1057,0,37,0,371,"Lancaster city, California",1958,1955,247,304,63,298,383,327,422,237,305,421,414,146,448,446,265,799,865,984,972,849,735,211,61,211,265
"G06041992","2018","CA",,,"California","06",,,"Livermore city","41992",,,,,,,,,,,,,,,,"16000US0641992","Livermore city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livermore city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06042202","2018","CA",,,"California","06",,,"Lodi city","42202",,,,,,,,,,,,,,,,"16000US0642202","Lodi city, California",11910,11650,0,0,0,37,55,0,0,0,212,170,144,752,457,471,550,1717,838,2279,2232,1270,288,0,138,40,260,"Lodi city, California",1423,1428,211,211,211,61,92,211,211,211,198,145,165,553,291,356,389,655,396,1142,754,689,354,211,115,65,221
"G06043000","2018","CA",,,"California","06",,,"Long Beach city","43000",,,,,,,,,,,,,,,,"16000US0643000","Long Beach city, California",102683,101351,176,301,360,1299,1178,408,499,667,265,572,561,1180,657,791,1629,6576,7633,25802,19716,19240,8013,3011,596,221,1332,"Long Beach city, California",4156,4160,148,359,229,624,437,290,254,456,250,377,385,626,426,440,689,1488,1423,2763,2689,2328,1491,1297,465,238,604
"G06044000","2018","CA",,,"California","06",,,"Los Angeles city","44000",,,,,,,,,,,,,,,,"16000US0644000","Los Angeles city, California",880331,862830,4425,3007,1964,14862,9993,3445,3221,6425,4928,9410,5024,11351,9295,17520,14720,49831,57176,155402,117646,184034,93095,48515,21629,15912,17501,"Los Angeles city, California",10249,10255,1233,1054,603,1809,1502,895,897,1360,1145,1427,1228,1423,1399,1933,1694,3538,3341,6214,5703,6653,4491,4461,2649,1931,1895
"G06044574","2018","CA",,,"California","06",,,"Lynwood city","44574",,,,,,,,,,,,,,,,"16000US0644574","Lynwood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynwood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06045022","2018","CA",,,"California","06",,,"Madera city","45022",,,,,,,,,,,,,,,,"16000US0645022","Madera city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06045484","2018","CA",,,"California","06",,,"Manteca city","45484",,,,,,,,,,,,,,,,"16000US0645484","Manteca city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manteca city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06046842","2018","CA",,,"California","06",,,"Menifee city","46842",,,,,,,,,,,,,,,,"16000US0646842","Menifee city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menifee city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06046898","2018","CA",,,"California","06",,,"Merced city","46898",,,,,,,,,,,,,,,,"16000US0646898","Merced city, California",14742,14541,44,127,459,246,58,250,203,454,400,574,308,838,288,484,1192,2275,2341,2065,930,850,155,0,0,0,201,"Merced city, California",1389,1376,75,125,348,306,95,289,201,292,267,312,233,536,185,270,502,917,753,747,451,489,255,211,211,211,198
"G06047766","2018","CA",,,"California","06",,,"Milpitas city","47766",,,,,,,,,,,,,,,,"16000US0647766","Milpitas city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milpitas city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06048256","2018","CA",,,"California","06",,,"Mission Viejo city","48256",,,,,,,,,,,,,,,,"16000US0648256","Mission Viejo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mission Viejo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06048354","2018","CA",,,"California","06",,,"Modesto city","48354",,,,,,,,,,,,,,,,"16000US0648354","Modesto city, California",31141,30659,194,47,247,82,331,154,135,41,39,867,569,1003,834,1101,1732,4568,3057,8647,5463,1263,38,160,87,0,482,"Modesto city, California",2273,2316,189,81,196,108,317,153,139,67,49,400,382,440,508,504,594,1068,792,1364,1306,492,62,174,75,211,311
"G06049270","2018","CA",,,"California","06",,,"Moreno Valley city","49270",,,,,,,,,,,,,,,,"16000US0649270","Moreno Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moreno Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06049670","2018","CA",,,"California","06",,,"Mountain View city","49670",,,,,,,,,,,,,,,,"16000US0649670","Mountain View city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mountain View city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06050076","2018","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"16000US0650076","Murrieta city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Murrieta city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06050258","2018","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"16000US0650258","Napa city, California",11677,11444,0,0,0,190,247,0,55,97,0,267,53,210,170,381,0,148,589,1825,1059,3008,1803,797,252,293,233,"Napa city, California",1132,1125,211,211,211,140,256,211,93,79,211,367,88,276,142,430,211,133,333,639,479,926,677,356,227,284,168
"G06051182","2018","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"16000US0651182","Newport Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newport Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06052526","2018","CA",,,"California","06",,,"Norwalk city","52526",,,,,,,,,,,,,,,,"16000US0652526","Norwalk city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norwalk city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06053000","2018","CA",,,"California","06",,,"Oakland city","53000",,,,,,,,,,,,,,,,"16000US0653000","Oakland city, California",97254,94704,467,746,566,1867,1665,517,1415,1245,861,1232,1116,1017,813,2254,1764,4040,5871,13006,11487,19713,10377,6716,4010,1939,2550,"Oakland city, California",3705,3912,309,492,335,825,631,262,636,608,497,661,559,414,505,734,703,1121,1226,1464,1837,2263,1555,1251,1142,766,835
"G06053322","2018","CA",,,"California","06",,,"Oceanside city","53322",,,,,,,,,,,,,,,,"16000US0653322","Oceanside city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oceanside city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06053896","2018","CA",,,"California","06",,,"Ontario city","53896",,,,,,,,,,,,,,,,"16000US0653896","Ontario city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontario city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06053980","2018","CA",,,"California","06",,,"Orange city","53980",,,,,,,,,,,,,,,,"16000US0653980","Orange city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06054652","2018","CA",,,"California","06",,,"Oxnard city","54652",,,,,,,,,,,,,,,,"16000US0654652","Oxnard city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oxnard city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06055156","2018","CA",,,"California","06",,,"Palmdale city","55156",,,,,,,,,,,,,,,,"16000US0655156","Palmdale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palmdale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06055282","2018","CA",,,"California","06",,,"Palo Alto city","55282",,,,,,,,,,,,,,,,"16000US0655282","Palo Alto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palo Alto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06056000","2018","CA",,,"California","06",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US0656000","Pasadena city, California",31119,30096,135,125,223,512,363,267,77,127,93,114,151,185,113,331,36,1054,1404,4184,4599,6731,4336,2691,1559,686,1023,"Pasadena city, California",1969,2061,132,139,169,323,351,239,92,209,108,132,146,252,186,253,61,460,551,1061,1107,1269,904,869,544,319,583
"G06056700","2018","CA",,,"California","06",,,"Perris city","56700",,,,,,,,,,,,,,,,"16000US0656700","Perris city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perris city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06057456","2018","CA",,,"California","06",,,"Pittsburg city","57456",,,,,,,,,,,,,,,,"16000US0657456","Pittsburg city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pittsburg city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06057792","2018","CA",,,"California","06",,,"Pleasanton city","57792",,,,,,,,,,,,,,,,"16000US0657792","Pleasanton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pleasanton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06058072","2018","CA",,,"California","06",,,"Pomona city","58072",,,,,,,,,,,,,,,,"16000US0658072","Pomona city, California",19863,19609,0,0,89,485,114,137,104,225,0,191,101,319,72,129,624,1442,2318,4476,2783,5094,663,74,169,0,254,"Pomona city, California",1711,1667,211,211,147,477,188,176,161,213,211,186,95,314,84,116,511,526,722,926,828,984,317,60,176,211,169
"G06059444","2018","CA",,,"California","06",,,"Rancho Cordova city","59444",,,,,,,,,,,,,,,,"16000US0659444","Rancho Cordova city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rancho Cordova city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06059451","2018","CA",,,"California","06",,,"Rancho Cucamonga city","59451",,,,,,,,,,,,,,,,"16000US0659451","Rancho Cucamonga city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rancho Cucamonga city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06059920","2018","CA",,,"California","06",,,"Redding city","59920",,,,,,,,,,,,,,,,"16000US0659920","Redding city, California",16178,15540,0,222,0,156,205,0,442,142,994,632,964,764,773,1098,1127,1219,1344,2860,1699,679,220,0,0,0,638,"Redding city, California",1705,1680,211,234,211,136,227,211,337,215,639,372,492,428,424,700,525,547,712,923,676,338,240,211,211,211,417
"G06059962","2018","CA",,,"California","06",,,"Redlands city","59962",,,,,,,,,,,,,,,,"16000US0659962","Redlands city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redlands city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060018","2018","CA",,,"California","06",,,"Redondo Beach city","60018",,,,,,,,,,,,,,,,"16000US0660018","Redondo Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redondo Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060102","2018","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"16000US0660102","Redwood City city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redwood City city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060466","2018","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"16000US0660466","Rialto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rialto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060620","2018","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"16000US0660620","Richmond city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06062000","2018","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"16000US0662000","Riverside city, California",39321,38607,0,352,148,222,164,53,240,132,0,567,220,745,313,1202,716,2044,3737,9152,6086,9723,2165,291,335,0,714,"Riverside city, California",3068,3067,211,274,175,201,162,94,321,109,211,451,232,476,240,630,424,632,849,1588,1276,1858,779,318,368,211,363
"G06062364","2018","CA",,,"California","06",,,"Rocklin city","62364",,,,,,,,,,,,,,,,"16000US0662364","Rocklin city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rocklin city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06062938","2018","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"16000US0662938","Roseville city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roseville city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06064000","2018","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"16000US0664000","Sacramento city, California",92999,90512,489,530,750,1684,1082,919,634,800,900,778,1120,1721,2677,3379,2866,6052,7516,18768,18099,16116,2625,780,134,93,2487,"Sacramento city, California",4074,3868,541,456,347,689,593,509,494,453,427,538,539,741,818,1085,891,1442,1318,1993,2163,1889,869,408,175,111,736
"G06064224","2018","CA",,,"California","06",,,"Salinas city","64224",,,,,,,,,,,,,,,,"16000US0664224","Salinas city, California",22580,22166,160,107,0,101,269,159,420,323,75,202,0,570,0,450,347,1239,894,4983,4359,5315,1725,321,147,0,414,"Salinas city, California",1950,1920,200,172,211,146,331,153,290,391,123,246,211,467,211,349,277,552,416,1009,1082,1049,661,304,167,211,290
"G06065000","2018","CA",,,"California","06",,,"San Bernardino city","65000",,,,,,,,,,,,,,,,"16000US0665000","San Bernardino city, California",31478,30969,0,0,412,879,90,320,96,769,421,420,835,711,1320,2164,1382,4155,3555,6704,3988,2672,76,0,0,0,509,"San Bernardino city, California",2297,2322,211,211,312,344,113,278,96,555,249,353,407,482,586,732,605,1050,918,1572,1019,919,90,211,211,211,330
"G06065042","2018","CA",,,"California","06",,,"San Buenaventura (Ventura) city","65042",,,,,,,,,,,,,,,,"16000US0665042","San Buenaventura (Ventura) city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Buenaventura (Ventura) city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06065084","2018","CA",,,"California","06",,,"San Clemente city","65084",,,,,,,,,,,,,,,,"16000US0665084","San Clemente city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Clemente city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06066000","2018","CA",,,"California","06",,,"San Diego city","66000",,,,,,,,,,,,,,,,"16000US0666000","San Diego city, California",273048,268470,450,446,341,2071,1501,1176,795,1305,760,3142,1739,1902,2843,2696,2047,7180,10789,35009,38869,78804,42644,19007,9537,3417,4578,"San Diego city, California",6017,6068,329,395,178,667,774,512,508,684,425,1068,700,696,1027,814,850,1427,1810,3386,2984,4584,3255,2447,1728,1197,1107
"G06067000","2018","CA",,,"California","06",,,"San Francisco city","67000",,,,,,,,,,,,,,,,"16000US0667000","San Francisco city, California",226585,222587,878,327,1546,4929,6055,2059,1150,2600,2118,4397,1900,3327,2196,2470,1806,8441,8659,18711,16809,32469,30944,25674,21514,21608,3998,"San Francisco city, California",5767,5845,604,277,792,1253,1634,1018,566,1038,942,1233,836,1287,714,797,794,1979,1687,2373,2796,3467,2728,3198,2347,2712,1048
"G06068000","2018","CA",,,"California","06",,,"San Jose city","68000",,,,,,,,,,,,,,,,"16000US0668000","San Jose city, California",146705,143438,437,99,469,1047,1541,1361,535,606,1729,1879,1072,2001,477,743,345,2540,2073,9015,10511,29320,30058,23146,14567,7867,3267,"San Jose city, California",5315,5306,297,123,316,528,809,639,336,317,567,833,535,894,305,414,226,720,789,1529,1799,2803,3001,2610,2275,1593,839
"G06068084","2018","CA",,,"California","06",,,"San Leandro city","68084",,,,,,,,,,,,,,,,"16000US0668084","San Leandro city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Leandro city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06068196","2018","CA",,,"California","06",,,"San Marcos city","68196",,,,,,,,,,,,,,,,"16000US0668196","San Marcos city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Marcos city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06068252","2018","CA",,,"California","06",,,"San Mateo city","68252",,,,,,,,,,,,,,,,"16000US0668252","San Mateo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06068378","2018","CA",,,"California","06",,,"San Ramon city","68378",,,,,,,,,,,,,,,,"16000US0668378","San Ramon city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Ramon city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069000","2018","CA",,,"California","06",,,"Santa Ana city","69000",,,,,,,,,,,,,,,,"16000US0669000","Santa Ana city, California",43455,43057,0,0,168,390,261,43,290,588,0,221,71,562,282,202,199,805,1801,8837,8103,13816,4212,1666,283,257,398,"Santa Ana city, California",2470,2422,211,211,231,299,230,70,285,356,211,277,115,387,245,223,301,436,618,1458,1530,1913,887,839,229,174,264
"G06069070","2018","CA",,,"California","06",,,"Santa Barbara city","69070",,,,,,,,,,,,,,,,"16000US0669070","Santa Barbara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069084","2018","CA",,,"California","06",,,"Santa Clara city","69084",,,,,,,,,,,,,,,,"16000US0669084","Santa Clara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069088","2018","CA",,,"California","06",,,"Santa Clarita city","69088",,,,,,,,,,,,,,,,"16000US0669088","Santa Clarita city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clarita city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069112","2018","CA",,,"California","06",,,"Santa Cruz city","69112",,,,,,,,,,,,,,,,"16000US0669112","Santa Cruz city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Cruz city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069196","2018","CA",,,"California","06",,,"Santa Maria city","69196",,,,,,,,,,,,,,,,"16000US0669196","Santa Maria city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Maria city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06070000","2018","CA",,,"California","06",,,"Santa Monica city","70000",,,,,,,,,,,,,,,,"16000US0670000","Santa Monica city, California",32255,31774,0,0,0,218,614,142,320,151,264,80,83,48,287,295,787,1144,1131,3435,2547,8181,4154,3547,2400,1946,481,"Santa Monica city, California",2029,2062,211,211,211,210,566,166,333,176,290,135,140,80,297,287,818,548,747,951,838,1408,928,998,839,971,348
"G06070098","2018","CA",,,"California","06",,,"Santa Rosa city","70098",,,,,,,,,,,,,,,,"16000US0670098","Santa Rosa city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Rosa city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06072016","2018","CA",,,"California","06",,,"Simi Valley city","72016",,,,,,,,,,,,,,,,"16000US0672016","Simi Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simi Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06073080","2018","CA",,,"California","06",,,"South Gate city","73080",,,,,,,,,,,,,,,,"16000US0673080","South Gate city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Gate city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06073262","2018","CA",,,"California","06",,,"South San Francisco city","73262",,,,,,,,,,,,,,,,"16000US0673262","South San Francisco city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South San Francisco city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06073430","2018","CA",,,"California","06",,,"South Whittier CDP","73430",,,,,,,,,,,,,,,,"16000US0673430","South Whittier CDP, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"South Whittier CDP, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06075000","2018","CA",,,"California","06",,,"Stockton city","75000",,,,,,,,,,,,,,,,"16000US0675000","Stockton city, California",53433,52078,398,441,342,958,457,822,502,948,317,1347,1023,1806,1801,2606,3255,5814,6626,8899,6353,5948,393,811,104,107,1355,"Stockton city, California",2739,2805,316,361,214,482,256,501,333,351,252,616,565,661,519,721,1006,1178,1376,1572,1319,1590,236,788,82,101,614
"G06077000","2018","CA",,,"California","06",,,"Sunnyvale city","77000",,,,,,,,,,,,,,,,"16000US0677000","Sunnyvale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sunnyvale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06078120","2018","CA",,,"California","06",,,"Temecula city","78120",,,,,,,,,,,,,,,,"16000US0678120","Temecula city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Temecula city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06078582","2018","CA",,,"California","06",,,"Thousand Oaks city","78582",,,,,,,,,,,,,,,,"16000US0678582","Thousand Oaks city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thousand Oaks city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06080000","2018","CA",,,"California","06",,,"Torrance city","80000",,,,,,,,,,,,,,,,"16000US0680000","Torrance city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Torrance city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
