GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJKWE001,AJKWE002,AJKWE003,NAME_M,AJKWM001,AJKWM002,AJKWM003
"G48050820","2018","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",33688,29781,3907,"New Braunfels city, Texas",1837,1797,1290
"G48052356","2018","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",27548,26130,1418,"North Richland Hills city, Texas",1965,1920,819
"G48053388","2018","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",45632,42819,2813,"Odessa city, Texas",1473,1699,981
"G48056000","2018","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",52392,46703,5689,"Pasadena city, Texas",2466,1950,1310
"G48056348","2018","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",45490,42409,3081,"Pearland city, Texas",2714,2505,1539
"G48057200","2018","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",24899,20861,4038,"Pharr city, Texas",2119,1721,1219
"G48058016","2018","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",110239,102778,7461,"Plano city, Texas",3207,2774,1705
"G48061796","2018","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",47700,43922,3778,"Richardson city, Texas",2824,2610,1081
"G48063500","2018","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",44961,40854,4107,"Round Rock city, Texas",2225,2041,1277
"G48063572","2018","TX",,,"Texas","48",,,"Rowlett city","63572",,,,,,,,,,,,,,,,"16000US4863572","Rowlett city, Texas",22329,21477,852,"Rowlett city, Texas",1785,1498,965
"G48064472","2018","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",41981,37432,4549,"San Angelo city, Texas",1330,1920,1315
"G48065000","2018","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",556760,509964,46796,"San Antonio city, Texas",3931,5167,3715
"G48070808","2018","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",40684,39378,1306,"Sugar Land city, Texas",2063,2043,760
"G48072176","2018","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",31729,28805,2924,"Temple city, Texas",1684,1753,898
"G48072656","2018","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",43349,40491,2858,"The Woodlands CDP, Texas",3114,2911,1425
"G48074144","2018","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",41820,35597,6223,"Tyler city, Texas",1844,1777,1395
"G48075428","2018","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",27425,23878,3547,"Victoria city, Texas",992,1244,1132
"G48076000","2018","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",53946,48032,5914,"Waco city, Texas",1807,1845,1389
"G48079000","2018","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",41977,35436,6541,"Wichita Falls city, Texas",1418,1982,1399
"G49043660","2018","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",25870,24599,1271,"Layton city, Utah",1313,1365,840
"G49044320","2018","UT",,,"Utah","49",,,"Lehi city","44320",,,,,,,,,,,,,,,,"16000US4944320","Lehi city, Utah",18681,18203,478,"Lehi city, Utah",1123,1088,401
"G49055980","2018","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",33395,30698,2697,"Ogden city, Utah",1781,1683,944
"G49057300","2018","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",31786,29020,2766,"Orem city, Utah",1313,1086,812
"G49062470","2018","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",34695,32912,1783,"Provo city, Utah",1821,1634,651
"G49065330","2018","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",38368,31911,6457,"St. George city, Utah",1746,2130,1796
"G49067000","2018","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",86597,80714,5883,"Salt Lake City city, Utah",2620,2515,1378
"G49067440","2018","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",35004,33349,1655,"Sandy city, Utah",1424,1234,870
"G49070850","2018","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",22604,21252,1352,"South Jordan city, Utah",1452,1308,872
"G49082950","2018","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",33794,32895,899,"West Jordan city, Utah",1612,1522,488
"G49083470","2018","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",39676,38898,778,"West Valley City city, Utah",1732,1737,582
"G51001000","2018","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",76527,71740,4787,"Alexandria city, Virginia",402,1543,1496
"G51003000","2018","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",116543,109940,6603,"Arlington CDP, Virginia",715,1822,1744
"G51014440","2018","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",26502,25684,818,"Centreville CDP, Virginia",1634,1579,552
"G51016000","2018","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",91783,86122,5661,"Chesapeake city, Virginia",677,1667,1466
"G51021088","2018","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",20912,20142,770,"Dale City CDP, Virginia",1337,1369,673
"G51035000","2018","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",60096,54800,5296,"Hampton city, Virginia",437,1457,1382
"G51047672","2018","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",32521,28500,4021,"Lynchburg city, Virginia",501,1191,1123
"G51056000","2018","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",78028,71291,6737,"Newport News city, Virginia",1096,1906,1501
"G51057000","2018","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",98218,89338,8880,"Norfolk city, Virginia",1322,1882,1437
"G51064000","2018","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",40887,34578,6309,"Portsmouth city, Virginia",657,1559,1364
"G51067000","2018","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",101081,91359,9722,"Richmond city, Virginia",752,1702,1584
"G51068000","2018","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",47009,41353,5656,"Roanoke city, Virginia",316,1515,1506
"G51076432","2018","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",37333,34890,2443,"Suffolk city, Virginia",101,939,927
"G51082000","2018","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",186134,172183,13951,"Virginia Beach city, Virginia",808,2346,2182
"G53003180","2018","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",33914,32041,1873,"Auburn city, Washington",2513,2145,985
"G53005210","2018","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",62580,58465,4115,"Bellevue city, Washington",2728,2276,1224
"G53005280","2018","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",38348,36744,1604,"Bellingham city, Washington",1779,1776,705
"G53022640","2018","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",45146,43260,1886,"Everett city, Washington",2099,2074,823
"G53023515","2018","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",37359,35640,1719,"Federal Way city, Washington",1946,1722,834
"G53035275","2018","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",31914,29292,2622,"Kennewick city, Washington",1852,1875,1127
"G53035415","2018","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",47082,44303,2779,"Kent city, Washington",2460,2468,930
"G53035940","2018","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",38202,35325,2877,"Kirkland city, Washington",1955,1414,1077
"G53043955","2018","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",26748,26254,494,"Marysville city, Washington",1692,1624,445
"G53053545","2018","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",22053,20988,1065,"Pasco city, Washington",1104,1104,619
"G53057535","2018","WA",,,"Washington","53",,,"Redmond city","57535",,,,,,,,,,,,,,,,"16000US5357535","Redmond city, Washington",28169,26496,1673,"Redmond city, Washington",1296,1001,862
"G53057745","2018","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",42178,39951,2227,"Renton city, Washington",2381,2282,1061
"G53061115","2018","WA",,,"Washington","53",,,"Sammamish city","61115",,,,,,,,,,,,,,,,"16000US5361115","Sammamish city, Washington",23125,21839,1286,"Sammamish city, Washington",1073,775,819
"G53063000","2018","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",360579,338002,22577,"Seattle city, Washington",5956,5763,3517
"G53067000","2018","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",99331,92562,6769,"Spokane city, Washington",2879,2857,1881
"G53067167","2018","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",41647,39724,1923,"Spokane Valley city, Washington",2152,1852,897
"G53070000","2018","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",92579,85676,6903,"Tacoma city, Washington",3504,3417,1343
"G53074060","2018","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",76844,73966,2878,"Vancouver city, Washington",2290,2280,1134
"G53080010","2018","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",36684,34526,2158,"Yakima city, Washington",1517,1613,1080
"G55002375","2018","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",31093,29864,1229,"Appleton city, Wisconsin",1338,1235,702
"G55022300","2018","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",29621,27185,2436,"Eau Claire city, Wisconsin",1218,1401,1035
"G55031000","2018","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",43533,41272,2261,"Green Bay city, Wisconsin",1983,1833,727
"G55039225","2018","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",40884,37135,3749,"Kenosha city, Wisconsin",1288,1504,991
"G55048000","2018","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",116616,111663,4953,"Madison city, Wisconsin",2730,2923,1380
"G55053000","2018","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",259687,231041,28646,"Milwaukee city, Wisconsin",3350,3287,2492
"G55060500","2018","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",29137,26703,2434,"Oshkosh city, Wisconsin",1339,1494,973
"G55066000","2018","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",33170,30158,3012,"Racine city, Wisconsin",1509,1582,915
"G55084250","2018","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",30734,29955,779,"Waukesha city, Wisconsin",1698,1738,657
"G72006593","2018","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",76040,59679,16361,"Bayamón zona urbana, Puerto Rico",1939,1873,1781
"G72010334","2018","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",34848,28243,6605,"Caguas zona urbana, Puerto Rico",1730,1714,1197
"G72014290","2018","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",70128,56133,13995,"Carolina zona urbana, Puerto Rico",1769,2232,2007
"G72032522","2018","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",32095,22817,9278,"Guaynabo zona urbana, Puerto Rico",1366,1526,1133
"G72063820","2018","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",55295,44454,10841,"Ponce zona urbana, Puerto Rico",1665,1689,1337
"G72076770","2018","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",185214,142697,42517,"San Juan zona urbana, Puerto Rico",2795,3400,2506
