GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGWME001,AGWME002,AGWME003,AGWME004,AGWME005,AGWME006,AGWME007,AGWME008,AGWME009,AGWME010,AGWME011,AGWME012,AGWME013,AGWME014,AGWME015,AGWME016,AGWME017,AGWME018,AGWME019,AGWME020,AGWME021,AGWME022,AGWME023,AGWME024,AGWME025,AGWME026,AGWME027,AGWME028,AGWME029,AGWME030,AGWME031,AGWME032,AGWME033,AGWME034,AGWME035,AGWME036,AGWME037,AGWME038,AGWME039,AGWME040,AGWME041,AGWME042,AGWME043,AGWME044,AGWME045,AGWME046,AGWME047,AGWME048,AGWME049,NAME_M,AGWMM001,AGWMM002,AGWMM003,AGWMM004,AGWMM005,AGWMM006,AGWMM007,AGWMM008,AGWMM009,AGWMM010,AGWMM011,AGWMM012,AGWMM013,AGWMM014,AGWMM015,AGWMM016,AGWMM017,AGWMM018,AGWMM019,AGWMM020,AGWMM021,AGWMM022,AGWMM023,AGWMM024,AGWMM025,AGWMM026,AGWMM027,AGWMM028,AGWMM029,AGWMM030,AGWMM031,AGWMM032,AGWMM033,AGWMM034,AGWMM035,AGWMM036,AGWMM037,AGWMM038,AGWMM039,AGWMM040,AGWMM041,AGWMM042,AGWMM043,AGWMM044,AGWMM045,AGWMM046,AGWMM047,AGWMM048,AGWMM049
"G0400190","2017","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,"05000US04019","Pima County, Arizona",1022769,502603,29901,31386,29923,18628,17079,10493,9069,25209,35892,30903,30207,27904,27666,28297,33566,10440,16833,11545,17090,23823,17966,8652,10131,520166,28937,28423,30567,19254,15602,10872,8638,24355,32734,28719,31442,27053,28335,29879,31974,14783,21283,14011,19856,26273,22178,11421,13577,"Pima County, Arizona",0,607,7,2444,2443,583,1001,1848,1749,2345,4,110,2083,2066,479,186,2095,1475,1771,1372,1676,1672,1437,1190,1324,607,134,2448,2428,492,869,2204,2054,2223,112,4,2182,2167,263,658,1776,1256,1754,1466,1742,1719,1407,1427,1261
"G0400210","2017","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,"05000US04021","Pinal County, Arizona",430237,224093,12031,14514,15037,8603,6064,2196,1963,8675,16372,16137,15477,15947,14099,11493,11569,4582,7663,6193,8665,10390,8590,5579,2254,206144,12609,14536,13579,8095,4569,2291,1891,6013,11438,12523,12585,12796,11245,11197,11958,5547,8877,7745,8731,11070,9302,4084,3463,"Pinal County, Arizona",0,1378,570,1766,1883,787,693,1107,654,1315,563,796,1705,1695,726,604,1199,1087,1144,1066,1248,1146,1022,894,641,1378,850,1753,1988,700,484,919,624,981,729,538,1491,1672,793,712,1353,1031,1378,1423,1272,1442,1254,880,1117
"G0400250","2017","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,"05000US04025","Yavapai County, Arizona",228168,111901,5073,5109,5833,3451,1702,1269,2468,2775,6042,5256,4560,5010,5257,6684,7336,4112,6627,5012,5300,9792,6346,3728,3159,116267,4129,5866,4622,3360,3242,925,603,1812,5193,4525,5487,5186,5726,6890,9795,4768,7197,5244,7117,9310,6142,4420,4708,"Yavapai County, Arizona",0,1195,681,1201,1214,444,580,736,778,862,930,988,993,1138,615,614,1426,1037,1173,1711,1311,1440,1013,946,780,1195,723,961,942,477,749,498,317,706,210,424,1142,1080,209,174,1390,1241,1318,1374,1246,1276,1018,911,1042
"G0400270","2017","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,"05000US04027","Yuma County, Arizona",207534,106351,7481,7572,7422,4073,3327,1745,2612,6172,8228,7399,5936,5849,5463,5107,4681,2225,2820,2571,2176,4303,4672,2464,2053,101183,7291,5877,8281,4500,3286,1378,1191,4054,6699,6145,4303,6417,5876,5673,5107,2192,3402,2434,3311,4371,5084,2492,1819,"Yuma County, Arizona",0,636,165,1383,1346,257,477,695,932,1108,242,446,1203,1045,397,181,798,693,697,615,610,662,774,561,598,636,218,920,819,397,497,557,580,848,207,414,758,731,387,309,751,675,769,605,722,741,743,642,625
"G0500070","2017","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,"05000US05007","Benton County, Arkansas",266300,132118,9860,9231,11848,5503,3023,1488,1364,4835,9507,10338,10537,8603,8704,8104,7207,2272,4330,2225,3406,3551,2827,2150,1205,134182,8540,9212,10856,5702,3121,1516,1544,4461,9248,10198,8599,10326,8702,7683,8231,3029,3693,2484,3567,5225,4062,1952,2231,"Benton County, Arkansas",0,554,494,1404,1377,164,180,487,498,661,551,458,1209,1099,329,415,970,640,876,582,537,579,525,537,401,554,398,1346,1343,259,594,563,640,739,425,531,1295,1225,494,487,1154,876,962,641,611,744,633,620,613
"G0500310","2017","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,"05000US05031","Craighead County, Arkansas",107115,52837,3940,2943,4713,2387,1361,439,847,2577,4854,3475,4055,3525,2956,2909,2831,858,1471,1162,1702,1497,1271,515,549,54278,3338,3710,3115,2055,2435,919,935,2070,4060,3856,3472,3215,2906,3611,3619,1495,1143,903,1084,2436,1711,1471,719,"Craighead County, Arkansas",0,776,533,728,751,437,215,319,474,861,1041,693,1236,1321,269,154,580,500,591,587,545,459,363,330,352,776,558,1081,1086,433,771,475,620,799,448,693,766,774,241,614,780,654,544,424,508,550,544,723,377
"G0500450","2017","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,"05000US05045","Faulkner County, Arkansas",123654,60358,4027,4903,3338,2306,2409,1694,1713,3314,4813,4121,4033,3323,3719,3789,3278,1421,1535,663,1304,2334,904,691,726,63296,3732,4232,3830,2362,4437,1161,959,3264,4449,3699,4390,2612,4360,4340,4044,1129,1646,694,1922,2668,1430,671,1265,"Faulkner County, Arkansas",0,525,403,836,789,410,460,1224,875,1209,394,504,625,802,347,498,698,620,451,330,544,482,428,334,385,525,514,797,804,186,1028,610,573,1063,469,301,871,822,772,669,552,401,526,366,631,609,462,326,441
"G0500510","2017","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,"05000US05051","Garland County, Arkansas",98658,47436,2547,2926,2628,1838,1873,612,839,759,3258,3158,1931,2470,2659,3033,3440,1547,1329,822,2143,3054,2644,1117,809,51222,2295,2598,3317,1693,997,428,560,1313,2586,2424,2503,3489,2987,3506,3675,1445,2396,1253,2317,3575,2155,2106,1604,"Garland County, Arkansas",0,1174,651,939,964,609,575,529,505,542,647,524,588,657,322,368,660,556,541,356,580,621,509,529,418,1174,508,819,999,1244,450,350,345,482,232,289,890,1178,264,616,828,484,721,401,564,624,533,735,567
"G0500690","2017","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,"05000US05069","Jefferson County, Arkansas",69115,34875,2622,2303,2499,1448,1045,582,130,1821,2446,2089,2195,1879,2041,2156,2411,489,1613,762,1291,1249,701,585,518,34240,1151,2331,1769,1363,1252,278,145,1952,2098,2024,2023,1752,2132,2411,2588,1195,1206,568,1244,1917,1109,597,1135,"Jefferson County, Arkansas",0,794,710,806,760,567,421,380,189,572,2,320,424,441,87,201,464,284,456,383,414,476,302,287,320,794,524,867,576,406,905,334,170,835,342,145,668,604,416,131,497,444,423,344,367,415,485,388,389
"G0500850","2017","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,"05000US05085","Lonoke County, Arkansas",72898,34973,2238,2563,2616,1479,777,30,182,1680,2737,2589,3121,1828,2130,2481,2526,729,973,1046,992,804,933,379,140,37925,2522,2836,2569,2204,545,463,433,1699,2525,2596,2635,2139,2502,2314,2036,1273,1312,488,800,1829,1074,506,625,"Lonoke County, Arkansas",0,634,157,749,758,138,131,54,175,220,440,302,774,639,71,242,469,347,462,309,425,366,255,232,124,634,435,697,542,399,351,365,427,664,230,332,612,551,231,172,537,457,476,277,385,470,336,249,296
"G0501190","2017","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,"05000US05119","Pulaski County, Arkansas",393956,188053,13420,14457,12047,6844,4664,2636,946,9042,15045,12979,11176,12816,11942,11139,12957,4565,6164,4680,6075,5433,4607,1845,2574,205903,12917,13479,11910,7263,4055,1971,1856,8785,15976,14707,13093,13055,13208,12243,14806,5491,7247,6087,5414,8167,5626,3471,5076,"Pulaski County, Arkansas",0,740,270,1590,1594,250,543,1008,540,1329,680,701,1768,1775,831,395,1261,1065,1097,1079,1112,1022,791,552,798,740,236,1500,1449,401,344,669,922,1344,556,455,1654,1598,626,307,1448,1145,1317,979,962,1226,983,633,877
"G0501250","2017","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,"05000US05125","Saline County, Arkansas",119323,59762,3519,4084,4742,2791,1588,570,798,1563,3467,4441,4622,2915,3587,4133,3843,1524,1803,1691,1440,3040,1579,1341,681,59561,3508,3946,3399,1975,922,511,789,2132,4100,3700,4087,4510,3492,3863,3710,1904,2328,1251,1564,3436,1993,1171,1270,"Saline County, Arkansas",0,850,491,786,1023,423,328,402,432,534,275,709,692,581,255,368,683,456,634,568,491,597,500,565,367,850,686,846,776,130,201,409,533,582,470,308,897,844,113,157,774,701,757,550,497,637,515,446,488
"G0501310","2017","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,"05000US05131","Sebastian County, Arkansas",128107,61989,3614,4235,4072,3427,1374,940,813,2609,4122,3810,3845,3517,4577,4573,4134,1457,2606,1588,1741,1932,1754,545,704,66118,4495,4057,4400,2653,2479,1074,878,1949,3851,3735,3518,4100,4425,4760,3328,2263,3071,1346,1749,3160,2257,1319,1251,"Sebastian County, Arkansas",0,1204,597,982,773,558,397,508,450,849,572,657,914,704,704,578,942,631,837,556,509,641,519,294,468,1204,913,1082,979,424,880,687,477,776,300,490,906,812,571,568,886,755,859,458,603,713,671,499,599
"G0501430","2017","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,"05000US05143","Washington County, Arkansas",231996,116584,8035,8983,7749,4873,5091,2831,3118,6722,9106,8559,9432,6890,7095,5331,5273,2416,3464,2757,2194,2551,2199,895,1020,115412,7610,8630,6800,4293,5010,2742,2395,7109,8337,7835,8356,7406,6435,6045,6088,2146,3444,1516,2433,4410,2502,1571,2299,"Washington County, Arkansas",0,1038,588,1260,1411,557,642,1129,1446,1553,618,620,1360,1314,978,402,929,572,906,884,704,727,496,383,370,1038,498,1177,1118,266,660,1006,926,1301,809,1068,1253,1176,653,746,1083,731,981,655,629,681,647,581,560
"G0501450","2017","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,"05000US05145","White County, Arkansas",79016,38518,2536,2552,2651,1505,1328,1018,1018,1324,2284,2151,2657,1816,2365,2818,2414,1084,1396,699,1054,1787,1013,495,553,40498,2389,2605,2555,1725,867,1159,750,1692,2386,2467,2920,2008,2601,2563,2413,1113,1343,872,1481,1569,1072,998,950,"White County, Arkansas",0,541,245,662,619,187,188,451,412,547,140,230,654,721,198,361,751,604,553,429,440,502,368,298,277,541,449,705,833,320,368,613,394,667,201,355,622,556,359,238,619,676,561,314,478,452,388,350,317
"G0600010","2017","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,"05000US06001","Alameda County, California",1663190,818161,50144,48530,49810,28175,19288,11361,9044,30760,69555,69465,64776,58691,57632,54224,50923,17875,29670,14940,20627,25584,16732,9433,10922,845029,47366,46934,46781,26922,19317,9792,9573,31340,68814,69262,65573,59481,57873,55392,54256,21556,28864,17178,25292,29153,20037,16393,17880,"Alameda County, California",0,482,265,2295,2343,150,167,1778,1409,2028,167,422,2722,2743,177,164,2285,2007,2178,1509,1669,1679,1475,1183,1653,482,265,2475,2441,126,130,1566,1433,1940,288,406,3022,2880,390,449,2222,1879,2185,1912,1813,1884,1552,1428,1401
"G0600070","2017","CA",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,"05000US06007","Butte County, California",229294,113399,6607,7084,5758,4327,3920,2445,2996,6841,8661,6611,6907,6260,6071,6262,6398,2842,4833,2334,3986,5073,3800,1666,1717,115895,5780,7804,5022,3487,4109,2806,3066,6141,7521,6505,7583,5033,5997,6422,7711,2325,5736,3418,4052,5358,4276,1924,3819,"Butte County, California",0,617,291,904,1083,465,397,964,1146,1257,255,176,1052,1183,430,351,1157,1215,1275,535,723,760,733,420,507,617,357,869,788,225,942,1373,1142,1519,226,214,1145,1070,398,427,1126,634,1023,712,754,874,735,541,706
"G0600130","2017","CA",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,"05000US06013","Contra Costa County, California",1147439,560717,33111,37080,38822,24130,13475,8453,6344,19879,37094,36139,37893,37416,40518,40355,38718,14450,19299,13135,15138,19457,13696,8578,7537,586722,32084,34612,38895,23280,11957,5501,7137,21568,35780,37511,37577,40692,41296,42394,41913,16865,19537,12162,20876,23075,16077,11749,14184,"Contra Costa County, California",0,531,261,2125,2248,325,166,1788,1481,1765,238,161,2076,2056,740,322,1838,1734,1840,1454,1279,1551,1384,1263,1184,531,124,2317,2385,389,519,1969,1519,1895,480,601,2469,2420,161,636,2508,1871,1893,1392,1737,1656,1576,1554,1649
"G0600170","2017","CA",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,"05000US06017","El Dorado County, California",188987,94491,4544,5140,6142,3745,2261,1320,976,3111,5043,4905,6077,4347,6247,6296,8202,3628,4030,3087,3715,5082,3113,2138,1342,94496,4131,4407,6245,3395,2142,529,198,3419,4332,4696,6409,4982,6005,7115,7835,4032,4644,3069,4650,4476,3467,2096,2222,"El Dorado County, California",0,506,396,798,857,326,532,509,511,778,642,696,827,851,388,354,1023,842,879,788,728,846,750,743,566,506,310,827,845,438,525,342,188,585,411,468,982,947,570,129,1083,1117,965,910,940,840,862,609,784
"G0600190","2017","CA",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,"05000US06019","Fresno County, California",989255,493189,39768,39049,42485,22321,13859,7328,6156,23140,41290,36387,35967,26428,28096,27795,23820,10780,15449,7002,11272,14792,8370,5884,5751,496066,38135,40218,37732,21975,13066,6886,7638,20966,39688,34416,32064,28755,28026,28224,26581,10468,15779,8081,12119,16291,10456,7515,10987,"Fresno County, California",0,221,227,2960,3046,4,694,1516,1191,1748,233,212,2108,2088,163,274,1667,1497,1610,1305,1319,1294,1003,1140,1087,221,187,2283,2273,219,395,1432,1459,1829,265,251,2025,1938,246,448,1843,1414,1483,1272,1629,1652,1153,1123,1197
"G0600230","2017","CA",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,"05000US06023","Humboldt County, California",136754,67579,3741,3497,3246,2323,2781,1954,448,4356,4158,4226,3343,6233,3817,3586,4105,2040,3081,1552,2445,3040,2125,783,699,69175,3666,3922,3501,2199,2654,2563,1169,2457,4866,3614,3932,4754,3642,4030,5714,1193,2848,2069,2177,3344,1922,1082,1857,"Humboldt County, California",0,1220,672,710,716,516,1076,926,387,1175,616,544,1046,915,577,412,902,746,672,437,650,678,454,428,319,1220,555,810,851,496,593,1257,732,864,536,542,950,1055,442,540,843,456,794,803,586,799,556,393,496
"G0600250","2017","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,"05000US06025","Imperial County, California",182830,93017,7755,6680,7935,4410,2574,2021,1766,4009,8188,7230,6454,5652,4672,4845,4688,1065,3126,2100,1385,2331,2355,724,1052,89813,7689,6828,7399,3855,2308,1276,1713,3358,5767,5690,5000,4975,5199,5031,4697,2918,2453,1969,2369,3075,2669,1807,1768,"Imperial County, California",0,737,436,1454,1422,395,160,727,769,908,576,397,1032,952,457,470,705,458,737,624,444,555,678,485,558,737,451,1298,1243,253,162,897,872,893,239,233,916,1015,590,190,833,839,774,609,761,973,1020,1042,795
"G0600290","2017","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,"05000US06029","Kern County, California",893119,456997,35089,40028,33988,21472,13183,8538,7723,19576,39245,35401,30502,29630,26407,25510,24360,9130,13637,5479,8888,13108,7250,4712,4141,436122,35289,34591,38578,20187,12563,5706,6977,17194,34555,29811,29920,23000,25397,24202,24800,8041,13914,6923,10021,13770,8931,6298,5454,"Kern County, California",0,477,448,2769,2755,247,801,2123,1904,1899,925,156,2323,2325,304,209,1776,1496,1490,1118,1231,1417,1122,1143,1125,477,449,2479,2555,209,692,1515,1355,1893,610,2,2311,2379,404,527,1990,1476,1909,1076,1438,1501,1017,1337,1061
"G0600310","2017","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,"05000US06031","Kings County, California",150101,82876,5889,5812,5906,3502,2637,714,1765,4096,8354,7150,6000,5990,5407,4906,3989,1918,1883,974,1466,1946,949,1003,620,67225,5794,5256,5769,3039,1821,904,805,3269,5417,5187,3322,4869,3785,3465,3109,1215,2247,1268,1198,1908,1885,912,781,"Kings County, California",0,532,293,851,922,438,575,428,464,695,779,561,922,748,526,568,738,583,577,422,544,491,396,413,379,532,399,992,907,469,244,669,499,799,425,482,748,770,338,275,703,428,654,472,497,505,548,387,377
"G0600330","2017","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,"05000US06033","Lake County, California",64246,32225,1073,2952,1769,1150,710,303,309,777,1401,1374,1984,1650,1691,2794,2089,1971,1226,745,1769,1673,1281,865,669,32021,1573,1412,2269,970,150,176,223,401,2611,1402,2719,1439,1608,2326,2671,1615,1219,1150,2288,996,1328,888,587,"Lake County, California",0,761,458,666,676,318,415,252,241,375,147,297,685,672,405,591,542,646,372,418,508,520,435,412,445,761,409,592,613,338,159,164,192,401,511,234,610,549,213,616,656,553,526,383,711,353,414,448,305
"G0600370","2017","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,"05000US06037","Los Angeles County, California",10163507,5009571,316860,307063,319823,194123,132335,78423,72870,213363,439689,397447,363161,331281,347886,332963,308453,116908,155725,92689,113505,142369,93901,70777,67957,5153936,301119,287854,311463,186600,129487,71819,71261,213925,423668,378752,357376,336609,353398,341649,325559,127723,172911,101942,134574,180904,124954,96284,124105,"Los Angeles County, California",0,492,449,7370,7369,281,389,4656,4288,5366,0,0,6053,6053,0,0,6021,5269,4543,3752,3869,3681,3540,3138,3055,492,449,6823,6824,280,466,4352,4445,5887,0,525,6087,6044,0,0,6217,5366,4985,3827,3798,3916,3782,3748,4394
"G0600390","2017","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,"05000US06039","Madera County, California",156890,76090,5691,6347,6025,4055,2115,1273,1297,2938,5528,4875,4795,4228,4359,4330,3670,2060,2529,1410,1848,3644,1267,1062,744,80800,5422,5690,6194,3156,1763,1809,501,3197,6137,5990,5492,5584,4957,4484,4732,1789,2665,1351,2743,2643,1798,1273,1430,"Madera County, California",0,1353,120,1230,1320,683,303,727,718,963,411,143,912,913,469,241,767,784,659,600,655,927,445,443,435,1353,96,1239,1208,586,293,787,343,873,697,523,1208,1049,332,278,888,586,875,637,661,717,663,658,587
"G0600410","2017","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,"05000US06041","Marin County, California",260955,127518,6034,7874,7304,5253,3070,1147,397,4446,5898,6234,6668,8553,10577,9904,10007,4319,4487,3887,5044,6768,4560,2734,2353,133437,6093,7811,7239,4660,2832,500,538,4122,4812,5896,6817,9138,10331,10269,10951,4070,5904,4012,4541,8568,6226,3302,4805,"Marin County, California",0,767,220,1147,1183,694,737,579,251,1130,587,208,1239,1218,722,510,1209,897,1087,842,956,1132,875,654,692,767,393,1208,1190,598,380,301,352,644,279,614,1058,1098,229,135,1139,1031,1061,896,919,1160,1018,739,848
"G0600450","2017","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,"05000US06045","Mendocino County, California",88018,43723,2634,2998,2534,1546,1100,521,321,1266,2828,2577,3201,1997,2485,2615,3120,1067,1983,1440,1882,2906,986,793,923,44295,2507,2430,2638,1634,458,444,476,1678,2401,2900,2414,2676,2715,2266,3970,670,1941,1004,2553,2254,1619,1366,1281,"Mendocino County, California",0,661,310,689,751,588,569,292,397,566,550,240,589,625,356,492,819,436,471,512,533,688,440,378,502,661,71,424,512,520,284,396,363,517,412,404,552,552,503,276,622,348,662,590,711,616,543,569,496
"G0600470","2017","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,"05000US06047","Merced County, California",272673,138191,10535,10652,12762,7464,5018,2071,2723,5950,10679,9855,8793,8100,8327,7374,7429,2946,3695,1937,2919,3264,2688,1938,1072,134482,10815,11101,10742,6443,4409,2844,3085,4006,10087,9181,8150,8251,7738,7560,7961,1985,4048,1639,2679,4173,3606,2028,1951,"Merced County, California",0,829,327,1321,1286,520,533,752,949,1045,231,290,1120,1198,466,352,1058,916,886,695,719,689,500,744,422,829,545,1562,1622,458,247,969,1201,1026,428,472,1317,1240,276,408,1111,804,907,648,652,812,756,603,591
"G0600530","2017","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,"05000US06053","Monterey County, California",437907,222781,15964,17000,16771,9016,6517,3551,3029,10009,16731,16550,16723,14114,13604,12728,11516,4959,7901,4596,5726,5988,4545,3081,2162,215126,15398,15088,16382,9524,6246,3328,2475,9091,14922,14925,12975,13497,12335,12585,13119,4794,6718,5757,4920,6903,5449,3348,5347,"Monterey County, California",0,591,365,1572,1603,305,551,938,809,1250,626,519,1815,1539,431,485,1099,1048,1093,995,1022,1098,682,686,623,591,288,1693,1691,723,437,825,717,905,231,643,1340,1311,274,446,1155,1011,961,1089,881,907,1114,709,1013
"G0600550","2017","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,"05000US06055","Napa County, California",140973,69965,3753,3802,4935,2813,1919,1132,628,2804,4451,4481,5088,3763,4500,4660,4485,2107,2616,1623,2024,3733,2278,1164,1206,71008,3282,3598,4629,2672,1843,1108,771,2670,3984,4379,3783,5339,4766,4400,5039,1871,2842,1979,2416,3790,1902,2484,1461,"Napa County, California",0,562,103,602,601,306,460,432,369,667,425,292,974,954,168,150,573,580,581,426,434,614,542,405,410,562,103,707,734,191,431,638,431,763,298,386,651,693,425,241,626,395,545,557,473,609,460,534,504
"G0600570","2017","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,"05000US06057","Nevada County, California",99814,49725,1990,3015,2615,1776,781,128,222,1598,2411,2719,3169,2101,2640,3339,3894,2189,2396,1666,2155,4152,2782,937,1050,50089,1911,2179,2011,1786,994,296,417,1144,2121,2415,2604,3379,2341,3308,4543,1939,2988,1990,2727,3717,1844,1414,2021,"Nevada County, California",0,853,242,572,576,366,658,216,304,693,566,566,634,762,409,472,1035,710,719,583,586,763,663,396,444,853,241,451,374,219,384,229,283,465,278,295,528,737,34,322,730,624,851,632,717,758,617,520,552
"G0600590","2017","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,"05000US06059","Orange County, California",3190400,1575092,95712,94403,107172,64144,40909,21263,21901,66839,125942,110485,106311,97788,112817,111737,107995,37179,49709,31257,38211,51220,34045,23849,24204,1615308,91449,91934,100125,61060,40434,21545,20880,63292,118194,106386,103847,106191,116867,113977,108989,38081,57812,32009,44720,62620,41447,35046,38403,"Orange County, California",0,542,308,3731,3664,348,297,2417,2150,2645,580,467,4201,4210,538,671,3784,2734,3296,2437,2183,2888,2131,1862,2011,542,293,3713,3705,169,632,2857,2757,3336,483,510,3785,3827,374,420,3545,2916,3508,2511,3036,3433,2373,2140,2504
"G0600610","2017","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,"05000US06061","Placer County, California",386166,188031,10479,12534,12995,8156,4358,2268,2331,5707,10552,10829,13459,10683,13157,13033,13375,4561,6734,4215,5765,9411,5244,4427,3758,198135,9845,12936,11779,7525,3858,1682,2137,6300,10268,10906,12972,12560,13336,13278,13942,5411,8303,5435,6217,10971,8771,4710,4993,"Placer County, California",0,677,94,1303,1318,295,620,933,749,889,605,384,1344,1298,416,459,1451,900,1114,850,943,1160,808,696,779,677,94,1320,1291,200,605,712,838,1223,400,336,1075,1110,189,192,1246,807,1012,936,1057,1138,1159,865,923
"G0600650","2017","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,"05000US06065","Riverside County, California",2423266,1206077,80678,85106,93015,54951,35510,17741,18639,50322,90054,82164,76580,76936,77488,75999,71617,28904,35100,20122,29241,41742,29740,19061,15367,1217189,78171,80412,90399,53478,34157,17222,16951,48902,85192,79327,77516,77483,77356,75909,74612,27857,37146,23331,34561,45480,34468,23748,23511,"Riverside County, California",0,702,384,3895,3961,330,400,2203,2654,2896,464,382,3422,3375,333,5,3636,2721,2909,2126,1984,2298,1972,1784,1612,702,517,3928,3890,329,419,1913,2171,2548,414,296,3293,3171,419,416,3115,2556,2636,2357,2323,2382,2517,2311,2713
"G0600670","2017","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,"05000US06067","Sacramento County, California",1530615,748070,50487,52968,51462,30860,17740,9958,10284,29671,62097,58209,51804,47665,48526,47025,45567,18256,25189,14891,19240,21635,13688,11600,9248,782545,48767,51840,48444,29483,16332,7867,9501,30545,61865,58501,52273,49504,49920,49994,50045,19299,29381,17432,23011,27085,20832,13434,17190,"Sacramento County, California",0,534,474,2630,2630,274,331,1669,1901,1844,222,634,2882,2833,557,291,2279,2182,2301,1626,1584,1749,1447,1491,1278,534,474,3013,3013,274,115,1399,1820,2133,654,704,2667,2686,239,239,2185,2255,2086,1632,1882,1790,1632,1573,1439
"G0600710","2017","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County, California",2157404,1073651,78299,82540,80847,50349,31768,19052,19376,48561,88667,78473,72621,64962,66674,65196,63199,21331,32874,16241,26100,27219,18348,11443,9511,1083753,75737,73729,82540,47629,28801,15594,17655,46974,84656,75769,72556,66281,68168,67448,69393,23437,33536,19669,27952,30868,21237,16732,17392,"San Bernardino County, California",0,629,251,3535,3393,584,352,2675,2230,3025,330,628,3400,3397,349,507,2647,2255,2656,1539,1797,1830,1942,1649,1742,629,365,4246,4192,462,126,2310,3341,3281,600,693,3722,3738,276,282,2797,2241,2488,1748,2218,2140,1724,1929,1954
"G0600730","2017","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",3337685,1679410,109210,97391,106183,60196,47864,27755,29313,86073,151601,135539,114956,110565,105377,103661,104419,34379,53120,29944,40823,52282,32791,23773,22195,1658275,102921,94733,100196,57698,41871,21774,23577,68190,137351,125159,110391,108533,106020,104228,105162,42337,55414,35126,45153,60271,42257,29379,40534,"San Diego County, California",0,608,650,3836,3848,170,283,3336,3345,4394,0,164,4003,3901,361,507,4187,2921,3109,2471,2939,2706,2043,1797,1776,608,597,3393,3393,171,348,2592,2881,3242,274,387,3841,3808,323,145,3550,3146,2849,2802,2708,2822,2630,2452,2642
